timp(ms),P(KW),,,
55941,0.3864546,01/07/2024,11:30:40,AM
55952,0.3864546,01/07/2024,11:30:40,AM
55963,0.3864546,01/07/2024,11:30:40,AM
55974,0.3864546,01/07/2024,11:30:40,AM
55985,0.3864546,01/07/2024,11:30:40,AM
55996,0.3864546,01/07/2024,11:30:40,AM
56010,0.3864546,01/07/2024,11:30:40,AM
56021,0.3864546,01/07/2024,11:30:40,AM
56032,0.3864546,01/07/2024,11:30:40,AM
56043,0.3864546,01/07/2024,11:30:40,AM
56054,0.3864546,01/07/2024,11:30:40,AM
56065,0.3864546,01/07/2024,11:30:40,AM
56076,0.3864546,01/07/2024,11:30:40,AM
56090,0.3864546,01/07/2024,11:30:40,AM
56101,0.3864546,01/07/2024,11:30:40,AM
56112,0.3864546,01/07/2024,11:30:40,AM
56123,0.3864546,01/07/2024,11:30:40,AM
56134,0.3864546,01/07/2024,11:30:40,AM
56145,0.3864546,01/07/2024,11:30:40,AM
56156,0.3864546,01/07/2024,11:30:40,AM
56170,0.3864546,01/07/2024,11:30:40,AM
56181,0.3864546,01/07/2024,11:30:40,AM
56192,0.3864546,01/07/2024,11:30:40,AM
56203,0.3864546,01/07/2024,11:30:40,AM
56214,0.3864546,01/07/2024,11:30:40,AM
56225,0.3864546,01/07/2024,11:30:40,AM
56236,0.3866123,01/07/2024,11:30:40,AM
56250,0.3866123,01/07/2024,11:30:40,AM
56262,0.3866123,01/07/2024,11:30:40,AM
56272,0.3866123,01/07/2024,11:30:40,AM
56283,0.3866123,01/07/2024,11:30:40,AM
56294,0.3866123,01/07/2024,11:30:40,AM
56305,0.3866123,01/07/2024,11:30:40,AM
56316,0.3866123,01/07/2024,11:30:40,AM
56330,0.3866123,01/07/2024,11:30:40,AM
56341,0.3866123,01/07/2024,11:30:40,AM
56352,0.3866123,01/07/2024,11:30:40,AM
56363,0.3866123,01/07/2024,11:30:40,AM
56374,0.3866123,01/07/2024,11:30:40,AM
56385,0.3866123,01/07/2024,11:30:40,AM
56396,0.3866123,01/07/2024,11:30:40,AM
56410,0.3866123,01/07/2024,11:30:40,AM
56421,0.3866123,01/07/2024,11:30:40,AM
56432,0.3866123,01/07/2024,11:30:40,AM
56484,0.3866123,01/07/2024,11:30:40,AM
56495,0.3866123,01/07/2024,11:30:40,AM
56510,0.3866123,01/07/2024,11:30:40,AM
56520,0.3866123,01/07/2024,11:30:40,AM
56531,0.3866123,01/07/2024,11:30:40,AM
56542,0.3866123,01/07/2024,11:30:40,AM
56553,0.3866123,01/07/2024,11:30:40,AM
56564,0.3866123,01/07/2024,11:30:40,AM
56575,0.3866123,01/07/2024,11:30:40,AM
56590,0.3866123,01/07/2024,11:30:40,AM
56600,0.3866123,01/07/2024,11:30:40,AM
56611,0.3866123,01/07/2024,11:30:40,AM
56622,0.3866123,01/07/2024,11:30:40,AM
56633,0.3866123,01/07/2024,11:30:40,AM
56644,0.3866123,01/07/2024,11:30:40,AM
56655,0.3866123,01/07/2024,11:30:40,AM
56670,0.3866123,01/07/2024,11:30:40,AM
56680,0.3866123,01/07/2024,11:30:40,AM
56691,0.3866123,01/07/2024,11:30:41,AM
56702,0.3866123,01/07/2024,11:30:41,AM
56713,0.3866123,01/07/2024,11:30:41,AM
56724,0.3866123,01/07/2024,11:30:41,AM
56735,0.3866123,01/07/2024,11:30:41,AM
56750,0.3866123,01/07/2024,11:30:41,AM
56760,0.3866123,01/07/2024,11:30:41,AM
56771,0.3866123,01/07/2024,11:30:41,AM
56782,0.3866123,01/07/2024,11:30:41,AM
56793,0.3866123,01/07/2024,11:30:41,AM
56804,0.3866123,01/07/2024,11:30:41,AM
56815,0.3866123,01/07/2024,11:30:41,AM
56830,0.3866123,01/07/2024,11:30:41,AM
56840,0.3866123,01/07/2024,11:30:41,AM
56851,0.3866123,01/07/2024,11:30:41,AM
56862,0.3866123,01/07/2024,11:30:41,AM
56873,0.3866123,01/07/2024,11:30:41,AM
56884,0.3866123,01/07/2024,11:30:41,AM
56895,0.3866123,01/07/2024,11:30:41,AM
56910,0.3866123,01/07/2024,11:30:41,AM
56920,0.3866123,01/07/2024,11:30:41,AM
56931,0.3866123,01/07/2024,11:30:41,AM
56942,0.3866123,01/07/2024,11:30:41,AM
56953,0.3866123,01/07/2024,11:30:41,AM
56964,0.3866123,01/07/2024,11:30:41,AM
56975,0.3866123,01/07/2024,11:30:41,AM
56990,0.3866123,01/07/2024,11:30:41,AM
57000,0.3866123,01/07/2024,11:30:41,AM
57011,0.3866123,01/07/2024,11:30:41,AM
57022,0.3866123,01/07/2024,11:30:41,AM
57033,0.3866123,01/07/2024,11:30:41,AM
57044,0.3866123,01/07/2024,11:30:41,AM
57055,0.3866123,01/07/2024,11:30:41,AM
57070,0.3866123,01/07/2024,11:30:41,AM
57080,0.3866123,01/07/2024,11:30:41,AM
57091,0.3866123,01/07/2024,11:30:41,AM
57102,0.3866123,01/07/2024,11:30:41,AM
57113,0.3866123,01/07/2024,11:30:41,AM
57124,0.3866123,01/07/2024,11:30:41,AM
57135,0.3866123,01/07/2024,11:30:41,AM
57150,0.3866123,01/07/2024,11:30:41,AM
57160,0.3866123,01/07/2024,11:30:41,AM
57171,0.3866123,01/07/2024,11:30:41,AM
57182,0.3866123,01/07/2024,11:30:41,AM
57193,0.3866123,01/07/2024,11:30:41,AM
57204,0.3866123,01/07/2024,11:30:41,AM
57215,0.3866123,01/07/2024,11:30:41,AM
57233,0.389103,01/07/2024,11:30:41,AM
57243,0.389103,01/07/2024,11:30:41,AM
57254,0.389103,01/07/2024,11:30:41,AM
57265,0.389103,01/07/2024,11:30:41,AM
57276,0.389103,01/07/2024,11:30:41,AM
57291,0.389103,01/07/2024,11:30:41,AM
57301,0.389103,01/07/2024,11:30:41,AM
57312,0.389103,01/07/2024,11:30:41,AM
57323,0.389103,01/07/2024,11:30:41,AM
57334,0.389103,01/07/2024,11:30:41,AM
57345,0.389103,01/07/2024,11:30:41,AM
57356,0.389103,01/07/2024,11:30:41,AM
57370,0.389103,01/07/2024,11:30:41,AM
57381,0.389103,01/07/2024,11:30:41,AM
57392,0.389103,01/07/2024,11:30:41,AM
57403,0.389103,01/07/2024,11:30:41,AM
57414,0.389103,01/07/2024,11:30:41,AM
57425,0.389103,01/07/2024,11:30:41,AM
57436,0.389103,01/07/2024,11:30:41,AM
57450,0.389103,01/07/2024,11:30:41,AM
57461,0.389103,01/07/2024,11:30:41,AM
57472,0.389103,01/07/2024,11:30:41,AM
57483,0.389103,01/07/2024,11:30:41,AM
57535,0.389103,01/07/2024,11:30:41,AM
57545,0.389103,01/07/2024,11:30:41,AM
57556,0.389103,01/07/2024,11:30:41,AM
57570,0.389103,01/07/2024,11:30:41,AM
57581,0.389103,01/07/2024,11:30:41,AM
57592,0.389103,01/07/2024,11:30:41,AM
57603,0.389103,01/07/2024,11:30:41,AM
57614,0.389103,01/07/2024,11:30:41,AM
57625,0.389103,01/07/2024,11:30:41,AM
57636,0.389103,01/07/2024,11:30:41,AM
57650,0.389103,01/07/2024,11:30:41,AM
57661,0.389103,01/07/2024,11:30:41,AM
57672,0.389103,01/07/2024,11:30:41,AM
57683,0.389103,01/07/2024,11:30:41,AM
57694,0.389103,01/07/2024,11:30:42,AM
57705,0.389103,01/07/2024,11:30:42,AM
57716,0.389103,01/07/2024,11:30:42,AM
57730,0.389103,01/07/2024,11:30:42,AM
57741,0.389103,01/07/2024,11:30:42,AM
57752,0.389103,01/07/2024,11:30:42,AM
57763,0.389103,01/07/2024,11:30:42,AM
57774,0.389103,01/07/2024,11:30:42,AM
57785,0.389103,01/07/2024,11:30:42,AM
57796,0.389103,01/07/2024,11:30:42,AM
57810,0.389103,01/07/2024,11:30:42,AM
57821,0.389103,01/07/2024,11:30:42,AM
57832,0.389103,01/07/2024,11:30:42,AM
57843,0.389103,01/07/2024,11:30:42,AM
57854,0.389103,01/07/2024,11:30:42,AM
57865,0.389103,01/07/2024,11:30:42,AM
57876,0.389103,01/07/2024,11:30:42,AM
57890,0.389103,01/07/2024,11:30:42,AM
57901,0.389103,01/07/2024,11:30:42,AM
57912,0.389103,01/07/2024,11:30:42,AM
57923,0.389103,01/07/2024,11:30:42,AM
57934,0.389103,01/07/2024,11:30:42,AM
57945,0.389103,01/07/2024,11:30:42,AM
57956,0.389103,01/07/2024,11:30:42,AM
57970,0.389103,01/07/2024,11:30:42,AM
57981,0.389103,01/07/2024,11:30:42,AM
57992,0.389103,01/07/2024,11:30:42,AM
58003,0.389103,01/07/2024,11:30:42,AM
58014,0.389103,01/07/2024,11:30:42,AM
58025,0.389103,01/07/2024,11:30:42,AM
58036,0.389103,01/07/2024,11:30:42,AM
58050,0.389103,01/07/2024,11:30:42,AM
58061,0.389103,01/07/2024,11:30:42,AM
58072,0.389103,01/07/2024,11:30:42,AM
58083,0.389103,01/07/2024,11:30:42,AM
58094,0.389103,01/07/2024,11:30:42,AM
58105,0.389103,01/07/2024,11:30:42,AM
58116,0.389103,01/07/2024,11:30:42,AM
58131,0.389103,01/07/2024,11:30:42,AM
58141,0.389103,01/07/2024,11:30:42,AM
58152,0.389103,01/07/2024,11:30:42,AM
58163,0.389103,01/07/2024,11:30:42,AM
58174,0.389103,01/07/2024,11:30:42,AM
58185,0.389103,01/07/2024,11:30:42,AM
58196,0.389103,01/07/2024,11:30:42,AM
58211,0.389103,01/07/2024,11:30:42,AM
58221,0.389103,01/07/2024,11:30:42,AM
58234,0.3908912,01/07/2024,11:30:42,AM
58244,0.3908912,01/07/2024,11:30:42,AM
58255,0.3908912,01/07/2024,11:30:42,AM
58270,0.3908912,01/07/2024,11:30:42,AM
58280,0.3908912,01/07/2024,11:30:42,AM
58291,0.3908912,01/07/2024,11:30:42,AM
58302,0.3908912,01/07/2024,11:30:42,AM
58313,0.3908912,01/07/2024,11:30:42,AM
58324,0.3908912,01/07/2024,11:30:42,AM
58335,0.3908912,01/07/2024,11:30:42,AM
58350,0.3908912,01/07/2024,11:30:42,AM
58360,0.3908912,01/07/2024,11:30:42,AM
58371,0.3908912,01/07/2024,11:30:42,AM
58382,0.3908912,01/07/2024,11:30:42,AM
58393,0.3908912,01/07/2024,11:30:42,AM
58404,0.3908912,01/07/2024,11:30:42,AM
58415,0.3908912,01/07/2024,11:30:42,AM
58430,0.3908912,01/07/2024,11:30:42,AM
58440,0.3908912,01/07/2024,11:30:42,AM
58451,0.3908912,01/07/2024,11:30:42,AM
58462,0.3908912,01/07/2024,11:30:42,AM
58473,0.3908912,01/07/2024,11:30:42,AM
58484,0.3908912,01/07/2024,11:30:42,AM
58495,0.3908912,01/07/2024,11:30:42,AM
58510,0.3908912,01/07/2024,11:30:42,AM
58520,0.3908912,01/07/2024,11:30:42,AM
58531,0.3908912,01/07/2024,11:30:42,AM
58582,0.3908912,01/07/2024,11:30:42,AM
58593,0.3908912,01/07/2024,11:30:42,AM
58604,0.3908912,01/07/2024,11:30:42,AM
58615,0.3908912,01/07/2024,11:30:42,AM
58630,0.3908912,01/07/2024,11:30:42,AM
58640,0.3908912,01/07/2024,11:30:42,AM
58651,0.3908912,01/07/2024,11:30:42,AM
58662,0.3908912,01/07/2024,11:30:42,AM
58673,0.3908912,01/07/2024,11:30:42,AM
58684,0.3908912,01/07/2024,11:30:42,AM
58695,0.3908912,01/07/2024,11:30:43,AM
58710,0.3908912,01/07/2024,11:30:43,AM
58720,0.3908912,01/07/2024,11:30:43,AM
58731,0.3908912,01/07/2024,11:30:43,AM
58742,0.3908912,01/07/2024,11:30:43,AM
58753,0.3908912,01/07/2024,11:30:43,AM
58764,0.3908912,01/07/2024,11:30:43,AM
58775,0.3908912,01/07/2024,11:30:43,AM
58790,0.3908912,01/07/2024,11:30:43,AM
58800,0.3908912,01/07/2024,11:30:43,AM
58811,0.3908912,01/07/2024,11:30:43,AM
58822,0.3908912,01/07/2024,11:30:43,AM
58833,0.3908912,01/07/2024,11:30:43,AM
58844,0.3908912,01/07/2024,11:30:43,AM
58855,0.3908912,01/07/2024,11:30:43,AM
58870,0.3908912,01/07/2024,11:30:43,AM
58880,0.3908912,01/07/2024,11:30:43,AM
58891,0.3908912,01/07/2024,11:30:43,AM
58902,0.3908912,01/07/2024,11:30:43,AM
58913,0.3908912,01/07/2024,11:30:43,AM
58924,0.3908912,01/07/2024,11:30:43,AM
58935,0.3908912,01/07/2024,11:30:43,AM
58950,0.3908912,01/07/2024,11:30:43,AM
58960,0.3908912,01/07/2024,11:30:43,AM
58971,0.3908912,01/07/2024,11:30:43,AM
58982,0.3908912,01/07/2024,11:30:43,AM
58993,0.3908912,01/07/2024,11:30:43,AM
59004,0.3908912,01/07/2024,11:30:43,AM
59015,0.3908912,01/07/2024,11:30:43,AM
59030,0.3908912,01/07/2024,11:30:43,AM
59040,0.3908912,01/07/2024,11:30:43,AM
59051,0.3908912,01/07/2024,11:30:43,AM
59062,0.3908912,01/07/2024,11:30:43,AM
59073,0.3908912,01/07/2024,11:30:43,AM
59084,0.3908912,01/07/2024,11:30:43,AM
59095,0.3908912,01/07/2024,11:30:43,AM
59110,0.3908912,01/07/2024,11:30:43,AM
59120,0.3908912,01/07/2024,11:30:43,AM
59131,0.3908912,01/07/2024,11:30:43,AM
59142,0.3908912,01/07/2024,11:30:43,AM
59153,0.3908912,01/07/2024,11:30:43,AM
59164,0.3908912,01/07/2024,11:30:43,AM
59175,0.3908912,01/07/2024,11:30:43,AM
59190,0.3908912,01/07/2024,11:30:43,AM
59200,0.3908912,01/07/2024,11:30:43,AM
59211,0.3908912,01/07/2024,11:30:43,AM
59222,0.3908912,01/07/2024,11:30:43,AM
59234,0.3922269,01/07/2024,11:30:43,AM
59244,0.3922269,01/07/2024,11:30:43,AM
59255,0.3922269,01/07/2024,11:30:43,AM
59270,0.3922269,01/07/2024,11:30:43,AM
59280,0.3922269,01/07/2024,11:30:43,AM
59291,0.3922269,01/07/2024,11:30:43,AM
59302,0.3922269,01/07/2024,11:30:43,AM
59313,0.3922269,01/07/2024,11:30:43,AM
59325,0.3922269,01/07/2024,11:30:43,AM
59335,0.3922269,01/07/2024,11:30:43,AM
59350,0.3922269,01/07/2024,11:30:43,AM
59360,0.3922269,01/07/2024,11:30:43,AM
59371,0.3922269,01/07/2024,11:30:43,AM
59382,0.3922269,01/07/2024,11:30:43,AM
59393,0.3922269,01/07/2024,11:30:43,AM
59404,0.3922269,01/07/2024,11:30:43,AM
59415,0.3922269,01/07/2024,11:30:43,AM
59430,0.3922269,01/07/2024,11:30:43,AM
59440,0.3922269,01/07/2024,11:30:43,AM
59451,0.3922269,01/07/2024,11:30:43,AM
59462,0.3922269,01/07/2024,11:30:43,AM
59473,0.3922269,01/07/2024,11:30:43,AM
59484,0.3922269,01/07/2024,11:30:43,AM
59495,0.3922269,01/07/2024,11:30:43,AM
59510,0.3922269,01/07/2024,11:30:43,AM
59520,0.3922269,01/07/2024,11:30:43,AM
59531,0.3922269,01/07/2024,11:30:43,AM
59542,0.3922269,01/07/2024,11:30:43,AM
59553,0.3922269,01/07/2024,11:30:43,AM
59564,0.3922269,01/07/2024,11:30:43,AM
59575,0.3922269,01/07/2024,11:30:43,AM
59633,0.3922269,01/07/2024,11:30:43,AM
59644,0.3922269,01/07/2024,11:30:43,AM
59655,0.3922269,01/07/2024,11:30:43,AM
59670,0.3922269,01/07/2024,11:30:43,AM
59681,0.3922269,01/07/2024,11:30:43,AM
59691,0.3922269,01/07/2024,11:30:44,AM
59702,0.3922269,01/07/2024,11:30:44,AM
59713,0.3922269,01/07/2024,11:30:44,AM
59724,0.3922269,01/07/2024,11:30:44,AM
59735,0.3922269,01/07/2024,11:30:44,AM
59750,0.3922269,01/07/2024,11:30:44,AM
59760,0.3922269,01/07/2024,11:30:44,AM
59771,0.3922269,01/07/2024,11:30:44,AM
59782,0.3922269,01/07/2024,11:30:44,AM
59793,0.3922269,01/07/2024,11:30:44,AM
59804,0.3922269,01/07/2024,11:30:44,AM
59815,0.3922269,01/07/2024,11:30:44,AM
59830,0.3922269,01/07/2024,11:30:44,AM
59840,0.3922269,01/07/2024,11:30:44,AM
59851,0.3922269,01/07/2024,11:30:44,AM
59862,0.3922269,01/07/2024,11:30:44,AM
59873,0.3922269,01/07/2024,11:30:44,AM
59884,0.3922269,01/07/2024,11:30:44,AM
59895,0.3922269,01/07/2024,11:30:44,AM
59910,0.3922269,01/07/2024,11:30:44,AM
59920,0.3922269,01/07/2024,11:30:44,AM
59931,0.3922269,01/07/2024,11:30:44,AM
59942,0.3922269,01/07/2024,11:30:44,AM
59953,0.3922269,01/07/2024,11:30:44,AM
59964,0.3922269,01/07/2024,11:30:44,AM
59975,0.3922269,01/07/2024,11:30:44,AM
59990,0.3922269,01/07/2024,11:30:44,AM
60000,0.3922269,01/07/2024,11:30:44,AM
60011,0.3922269,01/07/2024,11:30:44,AM
60022,0.3922269,01/07/2024,11:30:44,AM
60033,0.3922269,01/07/2024,11:30:44,AM
60044,0.3922269,01/07/2024,11:30:44,AM
60055,0.3922269,01/07/2024,11:30:44,AM
60070,0.3922269,01/07/2024,11:30:44,AM
60080,0.3922269,01/07/2024,11:30:44,AM
60091,0.3922269,01/07/2024,11:30:44,AM
60102,0.3922269,01/07/2024,11:30:44,AM
60113,0.3922269,01/07/2024,11:30:44,AM
60124,0.3922269,01/07/2024,11:30:44,AM
60135,0.3922269,01/07/2024,11:30:44,AM
60150,0.3922269,01/07/2024,11:30:44,AM
60160,0.3922269,01/07/2024,11:30:44,AM
60171,0.3922269,01/07/2024,11:30:44,AM
60182,0.3922269,01/07/2024,11:30:44,AM
60193,0.3922269,01/07/2024,11:30:44,AM
60204,0.3922269,01/07/2024,11:30:44,AM
60215,0.3922269,01/07/2024,11:30:44,AM
60226,0.3922269,01/07/2024,11:30:44,AM
60244,0.4130393,01/07/2024,11:30:44,AM
60255,0.4130393,01/07/2024,11:30:44,AM
60266,0.4130393,01/07/2024,11:30:44,AM
60281,0.4130393,01/07/2024,11:30:44,AM
60292,0.4130393,01/07/2024,11:30:44,AM
60303,0.4130393,01/07/2024,11:30:44,AM
60314,0.4130393,01/07/2024,11:30:44,AM
60325,0.4130393,01/07/2024,11:30:44,AM
60336,0.4130393,01/07/2024,11:30:44,AM
60351,0.4130393,01/07/2024,11:30:44,AM
60361,0.4130393,01/07/2024,11:30:44,AM
60372,0.4130393,01/07/2024,11:30:44,AM
60383,0.4130393,01/07/2024,11:30:44,AM
60394,0.4130393,01/07/2024,11:30:44,AM
60405,0.4130393,01/07/2024,11:30:44,AM
60416,0.4130393,01/07/2024,11:30:44,AM
60431,0.4130393,01/07/2024,11:30:44,AM
60441,0.4130393,01/07/2024,11:30:44,AM
60452,0.4130393,01/07/2024,11:30:44,AM
60463,0.4130393,01/07/2024,11:30:44,AM
60474,0.4130393,01/07/2024,11:30:44,AM
60485,0.4130393,01/07/2024,11:30:44,AM
60496,0.4130393,01/07/2024,11:30:44,AM
60511,0.4130393,01/07/2024,11:30:44,AM
60521,0.4130393,01/07/2024,11:30:44,AM
60532,0.4130393,01/07/2024,11:30:44,AM
60543,0.4130393,01/07/2024,11:30:44,AM
60554,0.4130393,01/07/2024,11:30:44,AM
60565,0.4130393,01/07/2024,11:30:44,AM
60576,0.4130393,01/07/2024,11:30:44,AM
60591,0.4130393,01/07/2024,11:30:44,AM
60601,0.4130393,01/07/2024,11:30:44,AM
60612,0.4130393,01/07/2024,11:30:44,AM
60623,0.4130393,01/07/2024,11:30:44,AM
60679,0.4130393,01/07/2024,11:30:44,AM
60691,0.4130393,01/07/2024,11:30:45,AM
60701,0.4130393,01/07/2024,11:30:45,AM
60712,0.4130393,01/07/2024,11:30:45,AM
60723,0.4130393,01/07/2024,11:30:45,AM
60734,0.4130393,01/07/2024,11:30:45,AM
60745,0.4130393,01/07/2024,11:30:45,AM
60756,0.4130393,01/07/2024,11:30:45,AM
60771,0.4130393,01/07/2024,11:30:45,AM
60781,0.4130393,01/07/2024,11:30:45,AM
60792,0.4130393,01/07/2024,11:30:45,AM
60803,0.4130393,01/07/2024,11:30:45,AM
60814,0.4130393,01/07/2024,11:30:45,AM
60825,0.4130393,01/07/2024,11:30:45,AM
60836,0.4130393,01/07/2024,11:30:45,AM
60851,0.4130393,01/07/2024,11:30:45,AM
60861,0.4130393,01/07/2024,11:30:45,AM
60872,0.4130393,01/07/2024,11:30:45,AM
60883,0.4130393,01/07/2024,11:30:45,AM
60894,0.4130393,01/07/2024,11:30:45,AM
60905,0.4130393,01/07/2024,11:30:45,AM
60916,0.4130393,01/07/2024,11:30:45,AM
60931,0.4130393,01/07/2024,11:30:45,AM
60941,0.4130393,01/07/2024,11:30:45,AM
60952,0.4130393,01/07/2024,11:30:45,AM
60963,0.4130393,01/07/2024,11:30:45,AM
60974,0.4130393,01/07/2024,11:30:45,AM
60985,0.4130393,01/07/2024,11:30:45,AM
60996,0.4130393,01/07/2024,11:30:45,AM
61011,0.4130393,01/07/2024,11:30:45,AM
61021,0.4130393,01/07/2024,11:30:45,AM
61032,0.4130393,01/07/2024,11:30:45,AM
61043,0.4130393,01/07/2024,11:30:45,AM
61054,0.4130393,01/07/2024,11:30:45,AM
61065,0.4130393,01/07/2024,11:30:45,AM
61076,0.4130393,01/07/2024,11:30:45,AM
61091,0.4130393,01/07/2024,11:30:45,AM
61101,0.4130393,01/07/2024,11:30:45,AM
61112,0.4130393,01/07/2024,11:30:45,AM
61123,0.4130393,01/07/2024,11:30:45,AM
61134,0.4130393,01/07/2024,11:30:45,AM
61145,0.4130393,01/07/2024,11:30:45,AM
61156,0.4130393,01/07/2024,11:30:45,AM
61171,0.4130393,01/07/2024,11:30:45,AM
61181,0.4130393,01/07/2024,11:30:45,AM
61192,0.4130393,01/07/2024,11:30:45,AM
61203,0.4130393,01/07/2024,11:30:45,AM
61214,0.4130393,01/07/2024,11:30:45,AM
61225,0.4130393,01/07/2024,11:30:45,AM
61236,0.4062612,01/07/2024,11:30:45,AM
61251,0.4062612,01/07/2024,11:30:45,AM
61261,0.4062612,01/07/2024,11:30:45,AM
61272,0.4062612,01/07/2024,11:30:45,AM
61283,0.4062612,01/07/2024,11:30:45,AM
61294,0.4062612,01/07/2024,11:30:45,AM
61305,0.4062612,01/07/2024,11:30:45,AM
61316,0.4062612,01/07/2024,11:30:45,AM
61331,0.4062612,01/07/2024,11:30:45,AM
61341,0.4062612,01/07/2024,11:30:45,AM
61352,0.4062612,01/07/2024,11:30:45,AM
61363,0.4062612,01/07/2024,11:30:45,AM
61374,0.4062612,01/07/2024,11:30:45,AM
61385,0.4062612,01/07/2024,11:30:45,AM
61396,0.4062612,01/07/2024,11:30:45,AM
61411,0.4062612,01/07/2024,11:30:45,AM
61421,0.4062612,01/07/2024,11:30:45,AM
61432,0.4062612,01/07/2024,11:30:45,AM
61443,0.4062612,01/07/2024,11:30:45,AM
61454,0.4062612,01/07/2024,11:30:45,AM
61465,0.4062612,01/07/2024,11:30:45,AM
61476,0.4062612,01/07/2024,11:30:45,AM
61491,0.4062612,01/07/2024,11:30:45,AM
61501,0.4062612,01/07/2024,11:30:45,AM
61512,0.4062612,01/07/2024,11:30:45,AM
61523,0.4062612,01/07/2024,11:30:45,AM
61534,0.4062612,01/07/2024,11:30:45,AM
61545,0.4062612,01/07/2024,11:30:45,AM
61556,0.4062612,01/07/2024,11:30:45,AM
61571,0.4062612,01/07/2024,11:30:45,AM
61581,0.4062612,01/07/2024,11:30:45,AM
61592,0.4062612,01/07/2024,11:30:45,AM
61603,0.4062612,01/07/2024,11:30:45,AM
61614,0.4062612,01/07/2024,11:30:45,AM
61625,0.4062612,01/07/2024,11:30:45,AM
61636,0.4062612,01/07/2024,11:30:45,AM
61651,0.4062612,01/07/2024,11:30:45,AM
61661,0.4062612,01/07/2024,11:30:45,AM
61672,0.4062612,01/07/2024,11:30:45,AM
61683,0.4062612,01/07/2024,11:30:45,AM
61694,0.4062612,01/07/2024,11:30:46,AM
61705,0.4062612,01/07/2024,11:30:46,AM
61716,0.4062612,01/07/2024,11:30:46,AM
61731,0.4062612,01/07/2024,11:30:46,AM
61785,0.4062612,01/07/2024,11:30:46,AM
61796,0.4062612,01/07/2024,11:30:46,AM
61811,0.4062612,01/07/2024,11:30:46,AM
61821,0.4062612,01/07/2024,11:30:46,AM
61832,0.4062612,01/07/2024,11:30:46,AM
61843,0.4062612,01/07/2024,11:30:46,AM
61854,0.4062612,01/07/2024,11:30:46,AM
61865,0.4062612,01/07/2024,11:30:46,AM
61876,0.4062612,01/07/2024,11:30:46,AM
61891,0.4062612,01/07/2024,11:30:46,AM
61901,0.4062612,01/07/2024,11:30:46,AM
61912,0.4062612,01/07/2024,11:30:46,AM
61923,0.4062612,01/07/2024,11:30:46,AM
61934,0.4062612,01/07/2024,11:30:46,AM
61945,0.4062612,01/07/2024,11:30:46,AM
61956,0.4062612,01/07/2024,11:30:46,AM
61971,0.4062612,01/07/2024,11:30:46,AM
61982,0.4062612,01/07/2024,11:30:46,AM
61992,0.4062612,01/07/2024,11:30:46,AM
62003,0.4062612,01/07/2024,11:30:46,AM
62014,0.4062612,01/07/2024,11:30:46,AM
62025,0.4062612,01/07/2024,11:30:46,AM
62036,0.4062612,01/07/2024,11:30:46,AM
62051,0.4062612,01/07/2024,11:30:46,AM
62061,0.4062612,01/07/2024,11:30:46,AM
62072,0.4062612,01/07/2024,11:30:46,AM
62083,0.4062612,01/07/2024,11:30:46,AM
62094,0.4062612,01/07/2024,11:30:46,AM
62105,0.4062612,01/07/2024,11:30:46,AM
62116,0.4062612,01/07/2024,11:30:46,AM
62131,0.4062612,01/07/2024,11:30:46,AM
62141,0.4062612,01/07/2024,11:30:46,AM
62152,0.4062612,01/07/2024,11:30:46,AM
62163,0.4062612,01/07/2024,11:30:46,AM
62174,0.4062612,01/07/2024,11:30:46,AM
62185,0.4062612,01/07/2024,11:30:46,AM
62196,0.4062612,01/07/2024,11:30:46,AM
62211,0.4062612,01/07/2024,11:30:46,AM
62221,0.4062612,01/07/2024,11:30:46,AM
62234,0.3999499,01/07/2024,11:30:46,AM
62245,0.3999499,01/07/2024,11:30:46,AM
62256,0.3999499,01/07/2024,11:30:46,AM
62271,0.3999499,01/07/2024,11:30:46,AM
62281,0.3999499,01/07/2024,11:30:46,AM
62292,0.3999499,01/07/2024,11:30:46,AM
62303,0.3999499,01/07/2024,11:30:46,AM
62314,0.3999499,01/07/2024,11:30:46,AM
62325,0.3999499,01/07/2024,11:30:46,AM
62336,0.3999499,01/07/2024,11:30:46,AM
62351,0.3999499,01/07/2024,11:30:46,AM
62361,0.3999499,01/07/2024,11:30:46,AM
62372,0.3999499,01/07/2024,11:30:46,AM
62383,0.3999499,01/07/2024,11:30:46,AM
62394,0.3999499,01/07/2024,11:30:46,AM
62405,0.3999499,01/07/2024,11:30:46,AM
62416,0.3999499,01/07/2024,11:30:46,AM
62431,0.3999499,01/07/2024,11:30:46,AM
62441,0.3999499,01/07/2024,11:30:46,AM
62452,0.3999499,01/07/2024,11:30:46,AM
62463,0.3999499,01/07/2024,11:30:46,AM
62474,0.3999499,01/07/2024,11:30:46,AM
62485,0.3999499,01/07/2024,11:30:46,AM
62496,0.3999499,01/07/2024,11:30:46,AM
62511,0.3999499,01/07/2024,11:30:46,AM
62521,0.3999499,01/07/2024,11:30:46,AM
62532,0.3999499,01/07/2024,11:30:46,AM
62543,0.3999499,01/07/2024,11:30:46,AM
62554,0.3999499,01/07/2024,11:30:46,AM
62565,0.3999499,01/07/2024,11:30:46,AM
62576,0.3999499,01/07/2024,11:30:46,AM
62591,0.3999499,01/07/2024,11:30:46,AM
62601,0.3999499,01/07/2024,11:30:46,AM
62612,0.3999499,01/07/2024,11:30:46,AM
62623,0.3999499,01/07/2024,11:30:46,AM
