timp(ms),P(KW),,,
118512,0.4654646,01/07/2024,11:31:42,AM
118523,0.4654646,01/07/2024,11:31:42,AM
118534,0.4654646,01/07/2024,11:31:42,AM
118548,0.4654646,01/07/2024,11:31:42,AM
118559,0.4654646,01/07/2024,11:31:42,AM
118570,0.4654646,01/07/2024,11:31:42,AM
118581,0.4654646,01/07/2024,11:31:42,AM
118592,0.4654646,01/07/2024,11:31:42,AM
118603,0.4654646,01/07/2024,11:31:42,AM
118614,0.4654646,01/07/2024,11:31:42,AM
118628,0.4654646,01/07/2024,11:31:42,AM
118639,0.4654646,01/07/2024,11:31:42,AM
118650,0.4654646,01/07/2024,11:31:42,AM
118661,0.4654646,01/07/2024,11:31:42,AM
118672,0.4654646,01/07/2024,11:31:42,AM
118687,0.4654646,01/07/2024,11:31:43,AM
118698,0.4654646,01/07/2024,11:31:43,AM
118709,0.4654646,01/07/2024,11:31:43,AM
118720,0.4654646,01/07/2024,11:31:43,AM
118731,0.4654646,01/07/2024,11:31:43,AM
118742,0.4654646,01/07/2024,11:31:43,AM
118753,0.4654646,01/07/2024,11:31:43,AM
118767,0.4654646,01/07/2024,11:31:43,AM
118779,0.4654646,01/07/2024,11:31:43,AM
118789,0.4654646,01/07/2024,11:31:43,AM
118800,0.4654646,01/07/2024,11:31:43,AM
118811,0.4654646,01/07/2024,11:31:43,AM
118822,0.4654646,01/07/2024,11:31:43,AM
118833,0.4654646,01/07/2024,11:31:43,AM
118847,0.4654646,01/07/2024,11:31:43,AM
118858,0.4654646,01/07/2024,11:31:43,AM
118869,0.4654646,01/07/2024,11:31:43,AM
118880,0.4654646,01/07/2024,11:31:43,AM
118891,0.4654646,01/07/2024,11:31:43,AM
118902,0.4654646,01/07/2024,11:31:43,AM
118913,0.4654646,01/07/2024,11:31:43,AM
118927,0.4654646,01/07/2024,11:31:43,AM
118938,0.4654646,01/07/2024,11:31:43,AM
118949,0.4654646,01/07/2024,11:31:43,AM
118960,0.4654646,01/07/2024,11:31:43,AM
118971,0.4654646,01/07/2024,11:31:43,AM
118982,0.4654646,01/07/2024,11:31:43,AM
118993,0.4654646,01/07/2024,11:31:43,AM
119007,0.4654646,01/07/2024,11:31:43,AM
119018,0.4654646,01/07/2024,11:31:43,AM
119029,0.4654646,01/07/2024,11:31:43,AM
119040,0.4654646,01/07/2024,11:31:43,AM
119051,0.4654646,01/07/2024,11:31:43,AM
119062,0.4654646,01/07/2024,11:31:43,AM
119073,0.4654646,01/07/2024,11:31:43,AM
119087,0.4654646,01/07/2024,11:31:43,AM
119098,0.4654646,01/07/2024,11:31:43,AM
119109,0.4654646,01/07/2024,11:31:43,AM
119120,0.4654646,01/07/2024,11:31:43,AM
119131,0.4654646,01/07/2024,11:31:43,AM
119142,0.4654646,01/07/2024,11:31:43,AM
119153,0.4654646,01/07/2024,11:31:43,AM
119168,0.4654646,01/07/2024,11:31:43,AM
119178,0.4654646,01/07/2024,11:31:43,AM
119189,0.4654646,01/07/2024,11:31:43,AM
119200,0.4654646,01/07/2024,11:31:43,AM
119211,0.4654646,01/07/2024,11:31:43,AM
119222,0.4654646,01/07/2024,11:31:43,AM
119233,0.4231273,01/07/2024,11:31:43,AM
119248,0.4231273,01/07/2024,11:31:43,AM
119258,0.4231273,01/07/2024,11:31:43,AM
119269,0.4231273,01/07/2024,11:31:43,AM
119280,0.4231273,01/07/2024,11:31:43,AM
119291,0.4231273,01/07/2024,11:31:43,AM
119302,0.4231273,01/07/2024,11:31:43,AM
119313,0.4231273,01/07/2024,11:31:43,AM
119327,0.4231273,01/07/2024,11:31:43,AM
119338,0.4231273,01/07/2024,11:31:43,AM
119349,0.4231273,01/07/2024,11:31:43,AM
119360,0.4231273,01/07/2024,11:31:43,AM
119371,0.4231273,01/07/2024,11:31:43,AM
119382,0.4231273,01/07/2024,11:31:43,AM
119393,0.4231273,01/07/2024,11:31:43,AM
119408,0.4231273,01/07/2024,11:31:43,AM
119418,0.4231273,01/07/2024,11:31:43,AM
119471,0.4231273,01/07/2024,11:31:43,AM
119482,0.4231273,01/07/2024,11:31:43,AM
119493,0.4231273,01/07/2024,11:31:43,AM
119508,0.4231273,01/07/2024,11:31:43,AM
119518,0.4231273,01/07/2024,11:31:43,AM
119529,0.4231273,01/07/2024,11:31:43,AM
119540,0.4231273,01/07/2024,11:31:43,AM
119551,0.4231273,01/07/2024,11:31:43,AM
119562,0.4231273,01/07/2024,11:31:43,AM
119573,0.4231273,01/07/2024,11:31:43,AM
119587,0.4231273,01/07/2024,11:31:43,AM
119598,0.4231273,01/07/2024,11:31:43,AM
119609,0.4231273,01/07/2024,11:31:43,AM
119620,0.4231273,01/07/2024,11:31:43,AM
119631,0.4231273,01/07/2024,11:31:43,AM
119642,0.4231273,01/07/2024,11:31:43,AM
119653,0.4231273,01/07/2024,11:31:43,AM
119667,0.4231273,01/07/2024,11:31:43,AM
119678,0.4231273,01/07/2024,11:31:43,AM
119690,0.4231273,01/07/2024,11:31:44,AM
119700,0.4231273,01/07/2024,11:31:44,AM
119711,0.4231273,01/07/2024,11:31:44,AM
119722,0.4231273,01/07/2024,11:31:44,AM
119733,0.4231273,01/07/2024,11:31:44,AM
119747,0.4231273,01/07/2024,11:31:44,AM
119758,0.4231273,01/07/2024,11:31:44,AM
119769,0.4231273,01/07/2024,11:31:44,AM
119780,0.4231273,01/07/2024,11:31:44,AM
119791,0.4231273,01/07/2024,11:31:44,AM
119802,0.4231273,01/07/2024,11:31:44,AM
119813,0.4231273,01/07/2024,11:31:44,AM
119827,0.4231273,01/07/2024,11:31:44,AM
119838,0.4231273,01/07/2024,11:31:44,AM
119849,0.4231273,01/07/2024,11:31:44,AM
119860,0.4231273,01/07/2024,11:31:44,AM
119871,0.4231273,01/07/2024,11:31:44,AM
119882,0.4231273,01/07/2024,11:31:44,AM
119893,0.4231273,01/07/2024,11:31:44,AM
119907,0.4231273,01/07/2024,11:31:44,AM
119918,0.4231273,01/07/2024,11:31:44,AM
119929,0.4231273,01/07/2024,11:31:44,AM
119940,0.4231273,01/07/2024,11:31:44,AM
119951,0.4231273,01/07/2024,11:31:44,AM
119962,0.4231273,01/07/2024,11:31:44,AM
119973,0.4231273,01/07/2024,11:31:44,AM
119987,0.4231273,01/07/2024,11:31:44,AM
119998,0.4231273,01/07/2024,11:31:44,AM
120009,0.4231273,01/07/2024,11:31:44,AM
120020,0.4231273,01/07/2024,11:31:44,AM
120031,0.4231273,01/07/2024,11:31:44,AM
120042,0.4231273,01/07/2024,11:31:44,AM
120053,0.4231273,01/07/2024,11:31:44,AM
120068,0.4231273,01/07/2024,11:31:44,AM
120078,0.4231273,01/07/2024,11:31:44,AM
120089,0.4231273,01/07/2024,11:31:44,AM
120100,0.4231273,01/07/2024,11:31:44,AM
120111,0.4231273,01/07/2024,11:31:44,AM
120122,0.4231273,01/07/2024,11:31:44,AM
120133,0.4231273,01/07/2024,11:31:44,AM
120147,0.4231273,01/07/2024,11:31:44,AM
120158,0.4231273,01/07/2024,11:31:44,AM
120169,0.4231273,01/07/2024,11:31:44,AM
120180,0.4231273,01/07/2024,11:31:44,AM
120191,0.4231273,01/07/2024,11:31:44,AM
120202,0.4231273,01/07/2024,11:31:44,AM
120213,0.4231273,01/07/2024,11:31:44,AM
120231,0.4950214,01/07/2024,11:31:44,AM
120242,0.4950214,01/07/2024,11:31:44,AM
120252,0.4950214,01/07/2024,11:31:44,AM
120263,0.4950214,01/07/2024,11:31:44,AM
120274,0.4950214,01/07/2024,11:31:44,AM
120288,0.4950214,01/07/2024,11:31:44,AM
120299,0.4950214,01/07/2024,11:31:44,AM
120310,0.4950214,01/07/2024,11:31:44,AM
120321,0.4950214,01/07/2024,11:31:44,AM
120332,0.4950214,01/07/2024,11:31:44,AM
120343,0.4950214,01/07/2024,11:31:44,AM
120354,0.4950214,01/07/2024,11:31:44,AM
120368,0.4950214,01/07/2024,11:31:44,AM
120379,0.4950214,01/07/2024,11:31:44,AM
120390,0.4950214,01/07/2024,11:31:44,AM
120401,0.4950214,01/07/2024,11:31:44,AM
120412,0.4950214,01/07/2024,11:31:44,AM
120423,0.4950214,01/07/2024,11:31:44,AM
120434,0.4950214,01/07/2024,11:31:44,AM
120448,0.4950214,01/07/2024,11:31:44,AM
120459,0.4950214,01/07/2024,11:31:44,AM
120470,0.4950214,01/07/2024,11:31:44,AM
120518,0.4950214,01/07/2024,11:31:44,AM
120529,0.4950214,01/07/2024,11:31:44,AM
120540,0.4950214,01/07/2024,11:31:44,AM
120551,0.4950214,01/07/2024,11:31:44,AM
120562,0.4950214,01/07/2024,11:31:44,AM
120573,0.4950214,01/07/2024,11:31:44,AM
120587,0.4950214,01/07/2024,11:31:44,AM
120598,0.4950214,01/07/2024,11:31:44,AM
120609,0.4950214,01/07/2024,11:31:44,AM
120620,0.4950214,01/07/2024,11:31:44,AM
120631,0.4950214,01/07/2024,11:31:44,AM
120642,0.4950214,01/07/2024,11:31:44,AM
120653,0.4950214,01/07/2024,11:31:44,AM
120668,0.4950214,01/07/2024,11:31:44,AM
120678,0.4950214,01/07/2024,11:31:44,AM
120689,0.4950214,01/07/2024,11:31:45,AM
120700,0.4950214,01/07/2024,11:31:45,AM
120711,0.4950214,01/07/2024,11:31:45,AM
120722,0.4950214,01/07/2024,11:31:45,AM
120733,0.4950214,01/07/2024,11:31:45,AM
120747,0.4950214,01/07/2024,11:31:45,AM
120758,0.4950214,01/07/2024,11:31:45,AM
120769,0.4950214,01/07/2024,11:31:45,AM
120780,0.4950214,01/07/2024,11:31:45,AM
120791,0.4950214,01/07/2024,11:31:45,AM
120802,0.4950214,01/07/2024,11:31:45,AM
120813,0.4950214,01/07/2024,11:31:45,AM
120827,0.4950214,01/07/2024,11:31:45,AM
120838,0.4950214,01/07/2024,11:31:45,AM
120849,0.4950214,01/07/2024,11:31:45,AM
120860,0.4950214,01/07/2024,11:31:45,AM
120871,0.4950214,01/07/2024,11:31:45,AM
120882,0.4950214,01/07/2024,11:31:45,AM
120893,0.4950214,01/07/2024,11:31:45,AM
120908,0.4950214,01/07/2024,11:31:45,AM
120918,0.4950214,01/07/2024,11:31:45,AM
120929,0.4950214,01/07/2024,11:31:45,AM
120940,0.4950214,01/07/2024,11:31:45,AM
120951,0.4950214,01/07/2024,11:31:45,AM
120962,0.4950214,01/07/2024,11:31:45,AM
120973,0.4950214,01/07/2024,11:31:45,AM
120988,0.4950214,01/07/2024,11:31:45,AM
120998,0.4950214,01/07/2024,11:31:45,AM
121009,0.4950214,01/07/2024,11:31:45,AM
121020,0.4950214,01/07/2024,11:31:45,AM
121031,0.4950214,01/07/2024,11:31:45,AM
121042,0.4950214,01/07/2024,11:31:45,AM
121053,0.4950214,01/07/2024,11:31:45,AM
121067,0.4950214,01/07/2024,11:31:45,AM
121078,0.4950214,01/07/2024,11:31:45,AM
121089,0.4950214,01/07/2024,11:31:45,AM
121100,0.4950214,01/07/2024,11:31:45,AM
121111,0.4950214,01/07/2024,11:31:45,AM
121122,0.4950214,01/07/2024,11:31:45,AM
121133,0.4950214,01/07/2024,11:31:45,AM
121147,0.4950214,01/07/2024,11:31:45,AM
121158,0.4950214,01/07/2024,11:31:45,AM
121169,0.4950214,01/07/2024,11:31:45,AM
121180,0.4950214,01/07/2024,11:31:45,AM
121191,0.4950214,01/07/2024,11:31:45,AM
121202,0.4950214,01/07/2024,11:31:45,AM
121213,0.4950214,01/07/2024,11:31:45,AM
121230,0.3846242,01/07/2024,11:31:45,AM
121241,0.3846242,01/07/2024,11:31:45,AM
121252,0.3846242,01/07/2024,11:31:45,AM
121263,0.3846242,01/07/2024,11:31:45,AM
121274,0.3846242,01/07/2024,11:31:45,AM
121288,0.3846242,01/07/2024,11:31:45,AM
121299,0.3846242,01/07/2024,11:31:45,AM
121310,0.3846242,01/07/2024,11:31:45,AM
121321,0.3846242,01/07/2024,11:31:45,AM
121332,0.3846242,01/07/2024,11:31:45,AM
121343,0.3846242,01/07/2024,11:31:45,AM
121354,0.3846242,01/07/2024,11:31:45,AM
121368,0.3846242,01/07/2024,11:31:45,AM
121379,0.3846242,01/07/2024,11:31:45,AM
121390,0.3846242,01/07/2024,11:31:45,AM
121401,0.3846242,01/07/2024,11:31:45,AM
121412,0.3846242,01/07/2024,11:31:45,AM
121423,0.3846242,01/07/2024,11:31:45,AM
121434,0.3846242,01/07/2024,11:31:45,AM
121448,0.3846242,01/07/2024,11:31:45,AM
121459,0.3846242,01/07/2024,11:31:45,AM
121470,0.3846242,01/07/2024,11:31:45,AM
121481,0.3846242,01/07/2024,11:31:45,AM
121492,0.3846242,01/07/2024,11:31:45,AM
121503,0.3846242,01/07/2024,11:31:45,AM
121514,0.3846242,01/07/2024,11:31:45,AM
121528,0.3846242,01/07/2024,11:31:45,AM
121539,0.3846242,01/07/2024,11:31:45,AM
121550,0.3846242,01/07/2024,11:31:45,AM
121561,0.3846242,01/07/2024,11:31:45,AM
121572,0.3846242,01/07/2024,11:31:45,AM
121633,0.3846242,01/07/2024,11:31:45,AM
121643,0.3846242,01/07/2024,11:31:45,AM
121654,0.3846242,01/07/2024,11:31:45,AM
121668,0.3846242,01/07/2024,11:31:45,AM
121679,0.3846242,01/07/2024,11:31:45,AM
121690,0.3846242,01/07/2024,11:31:46,AM
121701,0.3846242,01/07/2024,11:31:46,AM
121712,0.3846242,01/07/2024,11:31:46,AM
121723,0.3846242,01/07/2024,11:31:46,AM
121734,0.3846242,01/07/2024,11:31:46,AM
121748,0.3846242,01/07/2024,11:31:46,AM
121759,0.3846242,01/07/2024,11:31:46,AM
121770,0.3846242,01/07/2024,11:31:46,AM
121781,0.3846242,01/07/2024,11:31:46,AM
121792,0.3846242,01/07/2024,11:31:46,AM
121803,0.3846242,01/07/2024,11:31:46,AM
121814,0.3846242,01/07/2024,11:31:46,AM
121828,0.3846242,01/07/2024,11:31:46,AM
121839,0.3846242,01/07/2024,11:31:46,AM
121850,0.3846242,01/07/2024,11:31:46,AM
121861,0.3846242,01/07/2024,11:31:46,AM
121872,0.3846242,01/07/2024,11:31:46,AM
121883,0.3846242,01/07/2024,11:31:46,AM
121894,0.3846242,01/07/2024,11:31:46,AM
121908,0.3846242,01/07/2024,11:31:46,AM
121919,0.3846242,01/07/2024,11:31:46,AM
121930,0.3846242,01/07/2024,11:31:46,AM
121941,0.3846242,01/07/2024,11:31:46,AM
121952,0.3846242,01/07/2024,11:31:46,AM
121963,0.3846242,01/07/2024,11:31:46,AM
121974,0.3846242,01/07/2024,11:31:46,AM
121988,0.3846242,01/07/2024,11:31:46,AM
121999,0.3846242,01/07/2024,11:31:46,AM
122010,0.3846242,01/07/2024,11:31:46,AM
122021,0.3846242,01/07/2024,11:31:46,AM
122032,0.3846242,01/07/2024,11:31:46,AM
122043,0.3846242,01/07/2024,11:31:46,AM
122054,0.3846242,01/07/2024,11:31:46,AM
122068,0.3846242,01/07/2024,11:31:46,AM
122079,0.3846242,01/07/2024,11:31:46,AM
122090,0.3846242,01/07/2024,11:31:46,AM
122101,0.3846242,01/07/2024,11:31:46,AM
122112,0.3846242,01/07/2024,11:31:46,AM
122123,0.3846242,01/07/2024,11:31:46,AM
122134,0.3846242,01/07/2024,11:31:46,AM
122148,0.3846242,01/07/2024,11:31:46,AM
122159,0.3846242,01/07/2024,11:31:46,AM
122170,0.3846242,01/07/2024,11:31:46,AM
122181,0.3846242,01/07/2024,11:31:46,AM
122192,0.3846242,01/07/2024,11:31:46,AM
122203,0.3846242,01/07/2024,11:31:46,AM
122214,0.3846242,01/07/2024,11:31:46,AM
122231,0.4677767,01/07/2024,11:31:46,AM
122242,0.4677767,01/07/2024,11:31:46,AM
122253,0.4677767,01/07/2024,11:31:46,AM
122267,0.4677767,01/07/2024,11:31:46,AM
122278,0.4677767,01/07/2024,11:31:46,AM
122289,0.4677767,01/07/2024,11:31:46,AM
122300,0.4677767,01/07/2024,11:31:46,AM
122311,0.4677767,01/07/2024,11:31:46,AM
122322,0.4677767,01/07/2024,11:31:46,AM
122333,0.4677767,01/07/2024,11:31:46,AM
122347,0.4677767,01/07/2024,11:31:46,AM
122358,0.4677767,01/07/2024,11:31:46,AM
122369,0.4677767,01/07/2024,11:31:46,AM
122380,0.4677767,01/07/2024,11:31:46,AM
122391,0.4677767,01/07/2024,11:31:46,AM
122402,0.4677767,01/07/2024,11:31:46,AM
122413,0.4677767,01/07/2024,11:31:46,AM
122427,0.4677767,01/07/2024,11:31:46,AM
122438,0.4677767,01/07/2024,11:31:46,AM
122449,0.4677767,01/07/2024,11:31:46,AM
122460,0.4677767,01/07/2024,11:31:46,AM
122471,0.4677767,01/07/2024,11:31:46,AM
122482,0.4677767,01/07/2024,11:31:46,AM
122493,0.4677767,01/07/2024,11:31:46,AM
122507,0.4677767,01/07/2024,11:31:46,AM
122518,0.4677767,01/07/2024,11:31:46,AM
122529,0.4677767,01/07/2024,11:31:46,AM
122540,0.4677767,01/07/2024,11:31:46,AM
122551,0.4677767,01/07/2024,11:31:46,AM
122562,0.4677767,01/07/2024,11:31:46,AM
122573,0.4677767,01/07/2024,11:31:46,AM
122587,0.4677767,01/07/2024,11:31:46,AM
122598,0.4677767,01/07/2024,11:31:46,AM
122609,0.4677767,01/07/2024,11:31:46,AM
122620,0.4677767,01/07/2024,11:31:46,AM
122631,0.4677767,01/07/2024,11:31:46,AM
122681,0.4677767,01/07/2024,11:31:46,AM
122693,0.4677767,01/07/2024,11:31:47,AM
122708,0.4677767,01/07/2024,11:31:47,AM
122718,0.4677767,01/07/2024,11:31:47,AM
122729,0.4677767,01/07/2024,11:31:47,AM
122740,0.4677767,01/07/2024,11:31:47,AM
122751,0.4677767,01/07/2024,11:31:47,AM
122762,0.4677767,01/07/2024,11:31:47,AM
122773,0.4677767,01/07/2024,11:31:47,AM
122787,0.4677767,01/07/2024,11:31:47,AM
122798,0.4677767,01/07/2024,11:31:47,AM
122809,0.4677767,01/07/2024,11:31:47,AM
122820,0.4677767,01/07/2024,11:31:47,AM
122831,0.4677767,01/07/2024,11:31:47,AM
122842,0.4677767,01/07/2024,11:31:47,AM
122853,0.4677767,01/07/2024,11:31:47,AM
122867,0.4677767,01/07/2024,11:31:47,AM
122878,0.4677767,01/07/2024,11:31:47,AM
122889,0.4677767,01/07/2024,11:31:47,AM
122900,0.4677767,01/07/2024,11:31:47,AM
122911,0.4677767,01/07/2024,11:31:47,AM
122922,0.4677767,01/07/2024,11:31:47,AM
122933,0.4677767,01/07/2024,11:31:47,AM
122947,0.4677767,01/07/2024,11:31:47,AM
122958,0.4677767,01/07/2024,11:31:47,AM
122969,0.4677767,01/07/2024,11:31:47,AM
122980,0.4677767,01/07/2024,11:31:47,AM
122991,0.4677767,01/07/2024,11:31:47,AM
123002,0.4677767,01/07/2024,11:31:47,AM
123013,0.4677767,01/07/2024,11:31:47,AM
123027,0.4677767,01/07/2024,11:31:47,AM
123038,0.4677767,01/07/2024,11:31:47,AM
123049,0.4677767,01/07/2024,11:31:47,AM
123060,0.4677767,01/07/2024,11:31:47,AM
123071,0.4677767,01/07/2024,11:31:47,AM
123082,0.4677767,01/07/2024,11:31:47,AM
123093,0.4677767,01/07/2024,11:31:47,AM
123107,0.4677767,01/07/2024,11:31:47,AM
123118,0.4677767,01/07/2024,11:31:47,AM
123129,0.4677767,01/07/2024,11:31:47,AM
123140,0.4677767,01/07/2024,11:31:47,AM
123151,0.4677767,01/07/2024,11:31:47,AM
123162,0.4677767,01/07/2024,11:31:47,AM
123173,0.4677767,01/07/2024,11:31:47,AM
123187,0.4677767,01/07/2024,11:31:47,AM
123198,0.4677767,01/07/2024,11:31:47,AM
123209,0.4677767,01/07/2024,11:31:47,AM
123220,0.4677767,01/07/2024,11:31:47,AM
123231,0.4520954,01/07/2024,11:31:47,AM
123242,0.4520954,01/07/2024,11:31:47,AM
123253,0.4520954,01/07/2024,11:31:47,AM
123267,0.4520954,01/07/2024,11:31:47,AM
123278,0.4520954,01/07/2024,11:31:47,AM
123289,0.4520954,01/07/2024,11:31:47,AM
123300,0.4520954,01/07/2024,11:31:47,AM
123311,0.4520954,01/07/2024,11:31:47,AM
123322,0.4520954,01/07/2024,11:31:47,AM
123333,0.4520954,01/07/2024,11:31:47,AM
123347,0.4520954,01/07/2024,11:31:47,AM
123358,0.4520954,01/07/2024,11:31:47,AM
123369,0.4520954,01/07/2024,11:31:47,AM
123380,0.4520954,01/07/2024,11:31:47,AM
123391,0.4520954,01/07/2024,11:31:47,AM
123402,0.4520954,01/07/2024,11:31:47,AM
123413,0.4520954,01/07/2024,11:31:47,AM
123427,0.4520954,01/07/2024,11:31:47,AM
123438,0.4520954,01/07/2024,11:31:47,AM
123449,0.4520954,01/07/2024,11:31:47,AM
123460,0.4520954,01/07/2024,11:31:47,AM
123471,0.4520954,01/07/2024,11:31:47,AM
123482,0.4520954,01/07/2024,11:31:47,AM
123493,0.4520954,01/07/2024,11:31:47,AM
123507,0.4520954,01/07/2024,11:31:47,AM
123518,0.4520954,01/07/2024,11:31:47,AM
123529,0.4520954,01/07/2024,11:31:47,AM
123540,0.4520954,01/07/2024,11:31:47,AM
123551,0.4520954,01/07/2024,11:31:47,AM
123562,0.4520954,01/07/2024,11:31:47,AM
123573,0.4520954,01/07/2024,11:31:47,AM
123587,0.4520954,01/07/2024,11:31:47,AM
123598,0.4520954,01/07/2024,11:31:47,AM
123609,0.4520954,01/07/2024,11:31:47,AM
123620,0.4520954,01/07/2024,11:31:47,AM
123631,0.4520954,01/07/2024,11:31:47,AM
123642,0.4520954,01/07/2024,11:31:47,AM
123653,0.4520954,01/07/2024,11:31:47,AM
123667,0.4520954,01/07/2024,11:31:47,AM
123678,0.4520954,01/07/2024,11:31:47,AM
123733,0.4520954,01/07/2024,11:31:48,AM
123747,0.4520954,01/07/2024,11:31:48,AM
123758,0.4520954,01/07/2024,11:31:48,AM
123769,0.4520954,01/07/2024,11:31:48,AM
123780,0.4520954,01/07/2024,11:31:48,AM
123791,0.4520954,01/07/2024,11:31:48,AM
123802,0.4520954,01/07/2024,11:31:48,AM
123813,0.4520954,01/07/2024,11:31:48,AM
123827,0.4520954,01/07/2024,11:31:48,AM
123838,0.4520954,01/07/2024,11:31:48,AM
123849,0.4520954,01/07/2024,11:31:48,AM
123860,0.4520954,01/07/2024,11:31:48,AM
123871,0.4520954,01/07/2024,11:31:48,AM
123882,0.4520954,01/07/2024,11:31:48,AM
123893,0.4520954,01/07/2024,11:31:48,AM
123907,0.4520954,01/07/2024,11:31:48,AM
123918,0.4520954,01/07/2024,11:31:48,AM
123929,0.4520954,01/07/2024,11:31:48,AM
123940,0.4520954,01/07/2024,11:31:48,AM
123951,0.4520954,01/07/2024,11:31:48,AM
123962,0.4520954,01/07/2024,11:31:48,AM
123973,0.4520954,01/07/2024,11:31:48,AM
123987,0.4520954,01/07/2024,11:31:48,AM
123998,0.4520954,01/07/2024,11:31:48,AM
124009,0.4520954,01/07/2024,11:31:48,AM
124020,0.4520954,01/07/2024,11:31:48,AM
124031,0.4520954,01/07/2024,11:31:48,AM
124042,0.4520954,01/07/2024,11:31:48,AM
124053,0.4520954,01/07/2024,11:31:48,AM
124067,0.4520954,01/07/2024,11:31:48,AM
124078,0.4520954,01/07/2024,11:31:48,AM
124089,0.4520954,01/07/2024,11:31:48,AM
124100,0.4520954,01/07/2024,11:31:48,AM
124111,0.4520954,01/07/2024,11:31:48,AM
124122,0.4520954,01/07/2024,11:31:48,AM
124133,0.4520954,01/07/2024,11:31:48,AM
124147,0.4520954,01/07/2024,11:31:48,AM
124158,0.4520954,01/07/2024,11:31:48,AM
124169,0.4520954,01/07/2024,11:31:48,AM
124180,0.4520954,01/07/2024,11:31:48,AM
124191,0.4520954,01/07/2024,11:31:48,AM
124202,0.4520954,01/07/2024,11:31:48,AM
124213,0.4520954,01/07/2024,11:31:48,AM
124230,0.4520954,01/07/2024,11:31:48,AM
124241,0.4734433,01/07/2024,11:31:48,AM
124252,0.4734433,01/07/2024,11:31:48,AM
124263,0.4734433,01/07/2024,11:31:48,AM
124274,0.4734433,01/07/2024,11:31:48,AM
124288,0.4734433,01/07/2024,11:31:48,AM
124299,0.4734433,01/07/2024,11:31:48,AM
124310,0.4734433,01/07/2024,11:31:48,AM
124321,0.4734433,01/07/2024,11:31:48,AM
124332,0.4734433,01/07/2024,11:31:48,AM
124343,0.4734433,01/07/2024,11:31:48,AM
124354,0.4734433,01/07/2024,11:31:48,AM
124369,0.4734433,01/07/2024,11:31:48,AM
124379,0.4734433,01/07/2024,11:31:48,AM
124390,0.4734433,01/07/2024,11:31:48,AM
124401,0.4734433,01/07/2024,11:31:48,AM
124412,0.4734433,01/07/2024,11:31:48,AM
124423,0.4734433,01/07/2024,11:31:48,AM
124434,0.4734433,01/07/2024,11:31:48,AM
124448,0.4734433,01/07/2024,11:31:48,AM
124459,0.4734433,01/07/2024,11:31:48,AM
124470,0.4734433,01/07/2024,11:31:48,AM
124481,0.4734433,01/07/2024,11:31:48,AM
124492,0.4734433,01/07/2024,11:31:48,AM
124503,0.4734433,01/07/2024,11:31:48,AM
124514,0.4734433,01/07/2024,11:31:48,AM
124528,0.4734433,01/07/2024,11:31:48,AM
124539,0.4734433,01/07/2024,11:31:48,AM
124550,0.4734433,01/07/2024,11:31:48,AM
124561,0.4734433,01/07/2024,11:31:48,AM
124572,0.4734433,01/07/2024,11:31:48,AM
124583,0.4734433,01/07/2024,11:31:48,AM
124594,0.4734433,01/07/2024,11:31:48,AM
124608,0.4734433,01/07/2024,11:31:48,AM
124619,0.4734433,01/07/2024,11:31:48,AM
124630,0.4734433,01/07/2024,11:31:48,AM
124641,0.4734433,01/07/2024,11:31:48,AM
124652,0.4734433,01/07/2024,11:31:48,AM
124663,0.4734433,01/07/2024,11:31:48,AM
124674,0.4734433,01/07/2024,11:31:48,AM
124688,0.4734433,01/07/2024,11:31:49,AM
124699,0.4734433,01/07/2024,11:31:49,AM
124710,0.4734433,01/07/2024,11:31:49,AM
124721,0.4734433,01/07/2024,11:31:49,AM
124732,0.4734433,01/07/2024,11:31:49,AM
124782,0.4734433,01/07/2024,11:31:49,AM
124793,0.4734433,01/07/2024,11:31:49,AM
124807,0.4734433,01/07/2024,11:31:49,AM
124818,0.4734433,01/07/2024,11:31:49,AM
124829,0.4734433,01/07/2024,11:31:49,AM
124840,0.4734433,01/07/2024,11:31:49,AM
124851,0.4734433,01/07/2024,11:31:49,AM
124862,0.4734433,01/07/2024,11:31:49,AM
124873,0.4734433,01/07/2024,11:31:49,AM
124889,0.4734433,01/07/2024,11:31:49,AM
124898,0.4734433,01/07/2024,11:31:49,AM
124909,0.4734433,01/07/2024,11:31:49,AM
124920,0.4734433,01/07/2024,11:31:49,AM
124931,0.4734433,01/07/2024,11:31:49,AM
124942,0.4734433,01/07/2024,11:31:49,AM
124953,0.4734433,01/07/2024,11:31:49,AM
124967,0.4734433,01/07/2024,11:31:49,AM
124978,0.4734433,01/07/2024,11:31:49,AM
124989,0.4734433,01/07/2024,11:31:49,AM
125000,0.4734433,01/07/2024,11:31:49,AM
125011,0.4734433,01/07/2024,11:31:49,AM
125022,0.4734433,01/07/2024,11:31:49,AM
125033,0.4734433,01/07/2024,11:31:49,AM
125047,0.4734433,01/07/2024,11:31:49,AM
125058,0.4734433,01/07/2024,11:31:49,AM
125069,0.4734433,01/07/2024,11:31:49,AM
125080,0.4734433,01/07/2024,11:31:49,AM
125091,0.4734433,01/07/2024,11:31:49,AM
125102,0.4734433,01/07/2024,11:31:49,AM
125113,0.4734433,01/07/2024,11:31:49,AM
125127,0.4734433,01/07/2024,11:31:49,AM
125138,0.4734433,01/07/2024,11:31:49,AM
125149,0.4734433,01/07/2024,11:31:49,AM
125160,0.4734433,01/07/2024,11:31:49,AM
