timp(ms),,sch operatii,task1,repetare,speed,J1,J2,J3,J4,J5,J6,X,Y,Z,,,,,,
57966,op_change,1,to_T_appro_depunere,0,50.00005,-26.51423,40.32038,-7.006122,-0.004146694,56.69048,-26.56469,555.2231,-279.4375,352.7817,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58087,op_change,1,to_T_appro_depunere,0,50.00005,-27.01218,40.68543,-7.641352,-0.003246176,56.96111,-27.062,555.233,-285.4628,352.762,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58206,op_change,1,to_T_appro_depunere,0,50.00005,-27.50564,41.05816,-8.291359,-0.001895398,57.23685,-27.55592,555.2368,-291.509,352.7736,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58311,op_change,1,to_T_appro_depunere,0,50.00008,-27.99543,41.44152,-8.956582,-0.001355087,57.52055,-28.04571,555.2313,-296.7621,352.7806,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58432,op_change,1,to_T_appro_depunere,0,50.00008,-28.41493,41.77832,-9.544969,-0.002795917,57.77232,-28.46537,555.2217,-302.8281,352.7818,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58553,op_change,1,to_T_appro_depunere,0,50.00009,-28.89224,42.17409,-10.23915,-0.004146694,58.06869,-28.9463,555.2289,-308.8532,352.7906,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58674,op_change,1,to_T_appro_depunere,0,50.00009,-29.37145,42.57818,-10.94837,-0.004596954,58.37519,-29.4241,555.2213,-314.9208,352.7913,01/07/2024,11:21:09,,01/07/2024,11:30:42,
58795,op_change,1,to_T_appro_depunere,0,50.0001,-29.84241,42.99326,-11.67429,-0.003876539,58.68693,-29.89493,555.2391,-320.9353,352.7789,01/07/2024,11:21:10,,01/07/2024,11:30:43,
58916,op_change,1,to_T_appro_depunere,0,50.0001,-30.31236,43.41628,-12.41749,-0.00297602,59.00756,-30.36162,555.2317,-327.0117,352.7935,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59077,op_change,1,to_home,0,0,-30.77247,43.84641,-13.17547,-0.00297602,59.33623,-30.82696,555.2173,-334.7196,352.7915,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59212,op_change,0,to_home,0,50.00004,-31.06192,44.11639,-13.67415,-0.00342628,59.56199,-31.12449,555.1987,-332.8144,353.9164,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59332,op_change,0,to_home,0,50.00004,-30.69613,43.53649,-13.14902,-0.00297602,59.62365,-30.74665,555.3571,-327.5138,357.0897,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59452,op_change,0,to_home,0,50.00003,-30.29331,42.9174,-12.61102,-0.00297602,59.69695,-30.33784,555.4866,-322.2455,360.154,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59569,op_change,0,to_home,0,50.00008,-29.88312,42.30545,-12.08638,-0.00342628,59.78156,-29.93299,555.5707,-317.2032,363.0735,01/07/2024,11:21:10,,01/07/2024,11:30:43,
59693,op_change,0,to_home,0,50.00008,-29.48672,41.72187,-11.59386,-0.004146694,59.87267,-29.53878,555.6273,-312.0472,366.1512,01/07/2024,11:21:10,,01/07/2024,11:30:44,
59813,op_change,0,to_home,0,50.00007,-29.06995,41.13034,-11.09975,-0.004146694,59.97256,-29.12327,555.7019,-306.8655,369.2283,01/07/2024,11:21:11,,01/07/2024,11:30:44,
59934,op_change,0,to_home,0,50.00007,-28.64972,40.53823,-10.62184,-0.003876539,60.08549,-28.70851,555.7991,-301.6517,372.3007,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60055,op_change,0,to_home,0,50.00006,-28.23227,39.95301,-10.15768,-0.003246176,60.20426,-28.28919,555.9023,-296.4119,375.3432,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60174,op_change,0,to_home,0,50.00006,-27.81293,39.37548,-9.709106,-0.002795917,60.33465,-27.86538,556.0063,-291.1714,378.4272,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60295,op_change,0,to_home,0,50.00006,-27.39001,38.8041,-9.276076,-0.002345657,60.4757,-27.44039,556.0868,-285.9799,381.5018,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60416,op_change,0,to_home,0,50.00005,-26.96094,38.23761,-8.859516,-0.002795917,60.62215,-27.01007,556.1607,-280.7971,384.5576,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60536,op_change,0,to_home,0,50.00005,-26.52471,37.67875,-8.456206,-0.00342628,60.77711,-26.58151,556.2689,-275.5646,387.6198,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60666,op_change,0,to_home,0,50.00007,-26.09095,37.12568,-8.066802,-0.003876539,60.94303,-26.14505,556.3612,-270.334,390.6823,01/07/2024,11:21:11,,01/07/2024,11:30:44,
60789,op_change,0,to_home,0,50.00002,-25.62499,36.5433,-7.669599,-0.003876539,61.12831,-25.6767,556.4466,-264.8017,393.964,01/07/2024,11:21:12,,01/07/2024,11:30:45,
60912,op_change,0,to_home,0,50.00002,-25.18072,36.00138,-7.311495,-0.003696435,61.31198,-25.23577,556.546,-259.5808,397.0401,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61028,op_change,0,to_home,0,50.00002,-24.7357,35.46915,-6.967242,-0.003246176,61.49901,-24.79128,556.6366,-254.3637,400.0889,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61149,op_change,0,to_home,0,50.00002,-24.29111,34.94279,-6.639457,-0.003246176,61.69928,-24.34262,556.7255,-249.1685,403.1686,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61273,op_change,0,to_home,0,50.00002,-23.83962,34.42239,-6.325904,-0.003246176,61.90675,-23.8918,556.8278,-243.9324,406.2297,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61392,op_change,0,to_home,0,50.00002,-23.38703,33.9083,-6.026475,-0.00342628,62.11968,-23.43823,556.9171,-238.7321,409.299,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61513,op_change,0,to_home,0,50.00002,-22.92965,33.40011,-5.741552,-0.00342628,62.34237,-22.98232,556.993,-233.539,412.3676,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61633,op_change,0,to_home,0,50.00002,-22.46533,32.90017,-5.471787,-0.00297602,62.57026,-22.52366,557.1001,-228.3017,415.4344,01/07/2024,11:21:12,,01/07/2024,11:30:45,
61755,op_change,0,to_home,0,50.00002,-22.00743,32.40644,-5.213857,-0.002345657,62.81046,-22.06163,557.1852,-223.1001,418.4972,01/07/2024,11:21:13,,01/07/2024,11:30:46,
61878,op_change,0,to_home,0,50.00002,-21.54137,31.92212,-4.971849,-0.001895398,63.05252,-21.59367,557.2888,-217.8675,421.571,01/07/2024,11:21:13,,01/07/2024,11:30:46,
61997,op_change,0,to_home,0,50.00002,-21.07421,31.44349,-4.74331,-0.001625242,63.30324,-21.12653,557.3646,-212.6662,424.6317,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62117,op_change,0,to_home,0,50.00002,-20.60362,30.97149,-4.53004,-0.002345657,63.56097,-20.65418,557.4482,-207.484,427.6957,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62238,op_change,0,to_home,0,50.00002,-20.12736,30.5069,-4.330785,-0.00297602,63.82295,-20.17941,557.5459,-202.2551,430.7561,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62365,op_change,0,to_home,0,50.00005,-19.63342,30.03369,-4.1396,-0.003696435,64.10655,-19.69039,557.6427,-196.8584,433.9456,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62487,op_change,0,to_home,0,50.00005,-19.15611,29.58594,-3.968536,-0.003876539,64.38284,-19.2091,557.7342,-191.6433,437.002,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62607,op_change,0,to_home,0,50.00005,-18.67521,29.1444,-3.813014,-0.00342628,64.66944,-18.72822,557.8254,-186.4282,440.0802,01/07/2024,11:21:13,,01/07/2024,11:30:46,
62729,op_change,0,to_home,0,50.00005,-18.19126,28.7118,-3.671561,-0.00297602,64.95924,-18.24207,557.9145,-181.2321,443.1155,01/07/2024,11:21:14,,01/07/2024,11:30:47,
62848,op_change,0,to_home,0,50.00005,-17.7029,28.2852,-3.543686,-0.002525761,65.25882,-17.75515,558.0126,-176.0221,446.1891,01/07/2024,11:21:14,,01/07/2024,11:30:47,
62969,op_change,0,to_home,0,50.00005,-17.21322,27.86817,-3.429499,-0.002795917,65.56026,-17.26275,558.096,-170.8262,449.256,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63089,op_change,0,to_home,0,50.00005,-16.71807,27.46019,-3.331561,-0.00342628,65.87328,-16.77479,558.2058,-165.578,452.3302,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63210,op_change,0,to_home,0,50.00005,-16.22555,27.0581,-3.245294,-0.003696435,66.18713,-16.27821,558.2876,-160.3824,455.3917,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63331,op_change,0,to_home,0,50.00005,-15.72787,26.66517,-3.174567,-0.00342628,66.51027,-15.78171,558.392,-155.1495,458.4616,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63454,op_change,0,to_home,0,50.00005,-15.23051,26.28181,-3.117909,-0.002525761,66.83698,-15.28438,558.4792,-149.9457,461.5366,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63573,op_change,0,to_home,0,50.00005,-14.73042,25.90703,-3.073086,-0.001355087,67.16895,-14.78392,558.566,-144.7451,464.5878,01/07/2024,11:21:14,,01/07/2024,11:30:47,
63694,op_change,0,to_home,0,50.00005,-14.22474,25.53856,-3.043366,-0.0009048274,67.50715,-14.27914,558.6572,-139.5204,467.659,01/07/2024,11:21:14,,01/07/2024,11:30:48,
63815,op_change,0,to_home,0,50.00005,-13.72049,25.18072,-3.027934,-0.0009048274,67.84791,-13.77189,558.7418,-134.3308,470.7269,01/07/2024,11:21:15,,01/07/2024,11:30:48,
63936,op_change,0,to_home,0,50.00005,-13.21082,24.83129,-3.033551,-0.001625242,68.19552,-13.26346,558.8576,-129.1179,473.8182,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64058,op_change,0,to_home,0,50.00005,-12.70036,24.49008,-3.040803,-0.001895398,68.54824,-12.75474,558.9215,-123.892,476.8686,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64180,op_change,0,to_home,0,50.00005,-12.19153,24.15807,-3.063815,-0.001625242,68.90559,-12.24572,559.0093,-118.6902,479.9253,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64300,op_change,0,to_home,0,50.00005,-11.67881,23.83699,-3.104277,-0.0007247237,69.27026,-11.73407,559.0963,-113.4754,482.9919,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64428,op_change,0,to_home,0,50.00006,-11.16398,23.52555,-3.158099,-4.31E-06,69.63247,-11.21614,559.1892,-108.2445,486.057,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64550,op_change,0,to_home,0,50.00005,-10.61149,23.2008,-3.231825,0.000175795,70.03203,-10.66729,559.2906,-102.6767,489.3268,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64669,op_change,0,to_home,0,50.00005,-10.0953,22.90951,-3.31602,-0.0002744643,70.40855,-10.15056,559.3812,-97.4854,492.3983,01/07/2024,11:21:15,,01/07/2024,11:30:48,
64790,op_change,0,to_home,0,50.00005,-9.574578,22.62595,-3.413576,-0.0009048274,70.78458,-9.626557,559.472,-92.27847,495.4618,01/07/2024,11:21:16,,01/07/2024,11:30:49,
64914,op_change,0,to_home,0,50.00005,-9.052965,22.35433,-3.526237,-0.001174983,71.17287,-9.106772,559.5643,-87.06494,498.5358,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65033,op_change,0,to_home,0,50.00005,-8.531983,22.0905,-3.649913,-0.0009048274,71.56049,-8.584657,559.6522,-81.87144,501.6039,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65156,op_change,0,to_home,0,50.00005,-8.007215,21.83987,-3.789893,-4.31E-06,71.94936,-8.059192,559.7441,-76.65836,504.6508,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65277,op_change,0,to_home,0,50.00005,-7.47892,21.59661,-3.944161,0.0006260544,72.3501,-7.534089,559.8405,-71.42993,507.726,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65396,op_change,0,to_home,0,50.00005,-6.953572,21.36245,-4.112225,0.0006260544,72.75063,-7.012431,559.9307,-66.21704,510.7947,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65517,op_change,0,to_home,0,50.00006,-6.42733,21.14044,-4.293049,0.000175795,73.15046,-6.483235,560.0124,-61.01361,513.8792,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65642,op_change,0,to_home,0,50.00006,-5.901088,20.9279,-4.487942,-4.31E-06,73.56181,-5.950174,560.1086,-55.79999,516.931,01/07/2024,11:21:16,,01/07/2024,11:30:49,
65758,op_change,0,to_home,0,50.00006,-5.371952,20.72652,-4.69805,0.000175795,73.97106,-5.425744,560.1987,-50.58543,519.9894,01/07/2024,11:21:17,,01/07/2024,11:30:50,
65879,op_change,0,to_home,0,50.00006,-4.841501,20.53618,-4.92059,0.0006260544,74.38367,-4.895172,560.2888,-45.34161,523.0596,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66001,op_change,0,to_home,0,50.00006,-4.311681,20.35474,-5.158399,0.001616625,74.80112,-4.362365,560.3823,-40.14039,526.1369,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66120,op_change,0,to_home,0,50.00005,-3.79917,20.19217,-5.400516,0.001616625,75.21062,-3.852573,560.4711,-35.11433,529.0938,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66240,op_change,0,to_home,0,50.00006,-3.267351,20.03382,-5.666408,0.0008962099,75.63497,-3.319943,560.5607,-29.90759,532.1621,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66360,op_change,0,to_home,0,50.00006,-2.735637,19.88247,-5.945388,-4.31E-06,76.06055,-2.7881,560.6472,-24.70122,535.235,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66480,op_change,0,to_home,0,50.00006,-2.204029,19.74653,-6.239473,-0.0009048274,76.49291,-2.259147,560.7482,-19.49577,538.2979,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66601,op_change,0,to_home,0,50.00006,-1.670264,19.62148,-6.546263,-0.0009048274,76.92589,-1.724271,560.8312,-14.27158,541.3652,01/07/2024,11:21:17,,01/07/2024,11:30:50,
66791,op_change,0,to_home,1,0,-1.137287,19.506,-6.868268,-0.0004545681,77.3642,-1.193504,560.9269,-9.071105,544.4201,01/07/2024,11:21:18,,01/07/2024,11:30:51,
66905,op_change,1,to_T_appro_prindere,1,0,-0.4786295,19.37837,-7.284393,0.000175795,77.90569,-0.532272,560.9973,-4.701233,546.9869,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67025,op_change,0,to_T_appro_prindere,1,100.0001,-0.4721587,19.38143,-7.27845,0.000175795,77.9008,-0.5280237,560.9197,-2.037772,545.4948,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67154,op_change,0,to_T_appro_prindere,1,100.0007,0.4433862,19.52899,-6.70135,-0.0004545681,77.177,0.392606,560.7585,9.31978,539.1806,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67282,op_change,0,to_T_appro_prindere,1,100.0005,1.594722,19.76226,-6.037818,-0.0004545681,76.27444,1.543144,560.5862,19.94135,533.2513,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67396,op_change,0,to_T_appro_prindere,1,100.0004,2.67772,20.02967,-5.474406,0.001346469,75.44735,2.619388,560.4241,30.41424,527.3494,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67515,op_change,0,to_T_appro_prindere,1,100.0004,3.757613,20.33821,-4.964324,0.0008962099,74.62877,3.697622,560.2533,40.93781,521.438,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67637,op_change,0,to_T_appro_prindere,1,100.0004,4.829248,20.68922,-4.511446,-0.0004545681,73.82257,4.773831,560.0731,51.54937,515.5388,01/07/2024,11:21:18,,01/07/2024,11:30:51,
67758,op_change,0,to_T_appro_prindere,1,100.0004,5.898356,21.08047,-4.115115,0.000175795,73.03751,5.846083,559.894,62.12788,509.6365,01/07/2024,11:21:19,,01/07/2024,11:30:52,
67880,op_change,0,to_T_appro_prindere,1,100.0005,6.969044,21.51517,-3.773534,-4.31E-06,72.26081,6.916605,559.7149,72.68136,503.761,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68003,op_change,0,to_T_appro_prindere,1,100.0004,8.03768,21.99386,-3.489156,-0.001174983,71.49834,7.983314,559.5472,83.20822,497.8463,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68122,op_change,0,to_T_appro_prindere,1,100.0004,9.097003,22.50768,-3.260126,-0.0004545681,70.75757,9.038321,559.3787,93.76086,491.9443,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68244,op_change,0,to_T_appro_prindere,1,100.0004,10.14738,23.06234,-3.08759,0.000175795,70.02634,10.09576,559.2008,104.3428,486.0421,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68364,op_change,0,to_T_appro_prindere,1,100.0004,11.19718,23.65681,-2.968768,-0.0009048274,69.31601,11.14319,559.0234,114.913,480.1494,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68486,op_change,0,to_T_appro_prindere,1,100.0004,12.23715,24.28648,-2.907475,-0.0007247237,68.62381,12.18384,558.8452,125.4436,474.256,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68598,op_change,0,to_T_appro_prindere,1,100.0001,13.27217,24.95419,-2.907475,0.0004459506,67.9483,13.21602,558.7005,135.3172,468.7667,01/07/2024,11:21:19,,01/07/2024,11:30:52,
68718,op_change,0,to_T_appro_prindere,1,100.0002,14.23069,25.609,-2.945756,-0.0002744643,67.33697,14.1743,558.5065,145.8652,462.8226,01/07/2024,11:21:19,,01/07/2024,11:30:53,
68839,op_change,0,to_T_appro_prindere,1,100.0002,15.24604,26.34705,-3.045166,-0.001174983,66.70578,15.19161,558.3348,156.4122,456.9273,01/07/2024,11:21:20,,01/07/2024,11:30:53,
68960,op_change,0,to_T_appro_prindere,1,100.0002,16.25301,27.11844,-3.205323,-4.31E-06,66.09467,16.20145,558.1607,166.9831,451.0408,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69083,op_change,0,to_T_appro_prindere,1,100.0003,17.25299,27.92162,-3.421428,-4.31E-06,65.50518,17.19838,557.9973,177.5324,445.1478,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69201,op_change,0,to_T_appro_prindere,1,100.0003,18.24119,28.75841,-3.692392,-0.001174983,64.93993,18.18399,557.8248,188.077,439.2484,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69323,op_change,0,to_T_appro_prindere,1,100.0003,19.2184,29.62703,-4.018868,-0.0004545681,64.39966,19.16561,557.6423,198.6567,433.3443,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69445,op_change,0,to_T_appro_prindere,1,100.0003,20.18786,30.52442,-4.402002,0.0008962099,63.88108,20.13599,557.456,209.2217,427.4329,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69564,op_change,0,to_T_appro_prindere,1,100.0003,21.14329,31.45212,-4.840975,0.0006260544,63.39582,21.08697,557.2852,219.7565,421.5325,01/07/2024,11:21:20,,01/07/2024,11:30:53,
69676,op_change,0,to_T_appro_prindere,1,100.0003,22.08661,32.40907,-5.338459,0.000175795,62.93491,22.03091,557.1199,229.2885,416.2191,01/07/2024,11:21:20,,01/07/2024,11:30:54,
69797,op_change,0,to_T_appro_prindere,1,100.0005,22.92966,33.29347,-5.834581,0.0006260544,62.54814,22.87285,556.9416,239.8445,410.3308,01/07/2024,11:21:21,,01/07/2024,11:30:54,
69915,op_change,0,to_T_appro_prindere,1,100.0006,23.84994,34.30429,-6.440965,0.0006260544,62.1396,23.79827,556.7666,250.393,404.4219,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70036,op_change,0,to_T_appro_prindere,1,100.0006,24.75659,35.34052,-7.105423,-0.0007247237,61.77069,24.70399,556.6047,260.9411,398.529,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70157,op_change,0,to_T_appro_prindere,1,100.0007,25.65546,36.4021,-7.828447,-0.0004545681,61.43184,25.59809,556.4265,271.5106,392.6381,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70282,op_change,0,to_T_appro_prindere,1,100.0007,26.53933,37.49257,-8.609329,0.001166365,61.12359,26.48795,556.2504,282.0736,386.7236,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70402,op_change,0,to_T_appro_prindere,1,100.0008,27.40979,38.60792,-9.451013,0.0008962099,60.85156,27.35617,556.0772,292.6149,380.823,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70520,op_change,0,to_T_appro_prindere,1,100.0009,28.26726,39.74579,-10.3505,-0.0009048274,60.61037,28.21225,555.8887,303.189,374.9154,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70643,op_change,0,to_T_appro_prindere,1,100.0006,29.11378,40.91022,-11.31177,-0.0007247237,60.40546,29.06187,555.7155,313.7394,369.004,01/07/2024,11:21:21,,01/07/2024,11:30:54,
70762,op_change,0,to_T_appro_prindere,1,100.0007,29.94573,42.09917,-12.33613,0.001346469,60.24546,29.89023,555.5461,324.2951,363.1283,01/07/2024,11:21:22,,01/07/2024,11:30:55,
70974,op_change,0,to_T_appro_depunere,1,0,30.76343,43.31201,-13.42249,0.0006260544,60.11533,30.7135,555.3734,334.8595,357.2218,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71081,op_change,1,to_T_appro_depunere,1,100.0003,31.74078,44.80914,-14.82066,-0.0004545681,60.01756,31.6839,555.2606,343.2674,352.5102,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71201,op_change,1,to_T_appro_depunere,1,100.0003,31.31818,44.39085,-14.09453,-0.0004545681,59.69962,31.27964,555.2083,333.0612,352.4339,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71325,op_change,1,to_T_appro_depunere,1,100.0001,30.39243,43.52055,-12.55594,0.001616625,59.0397,30.34971,555.2103,320.9733,352.5007,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71444,op_change,1,to_T_appro_depunere,1,100.0001,29.45452,42.68665,-11.08181,-0.0007247237,58.40201,29.41455,555.2286,308.8545,352.5855,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71564,op_change,1,to_T_appro_depunere,1,100.0001,28.50826,41.87759,-9.672953,-0.0004545681,57.79608,28.45925,555.2222,296.7554,352.5379,01/07/2024,11:21:22,,01/07/2024,11:30:55,
71687,op_change,1,to_T_appro_depunere,1,100.0001,27.53863,41.10103,-8.326314,0.001346469,57.22219,27.48885,555.2482,284.6125,352.5018,01/07/2024,11:21:22,,01/07/2024,11:30:56,
71800,op_change,1,to_T_appro_depunere,1,100.0007,26.54696,40.36383,-7.039331,-0.0002744643,56.67924,26.4946,555.2477,273.3171,352.5326,01/07/2024,11:21:23,,01/07/2024,11:30:56,
71919,op_change,1,to_T_appro_depunere,1,100.0006,25.60743,39.70265,-5.892384,-0.0004545681,56.19445,25.55415,555.242,261.2539,352.5715,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72040,op_change,1,to_T_appro_depunere,1,100.0006,24.58272,39.02037,-4.721662,0.0006260544,55.70006,24.53213,555.2388,249.1519,352.5642,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72161,op_change,1,to_T_appro_depunere,1,100.0005,23.53876,38.37144,-3.60656,0.000175795,55.23523,23.49183,555.2383,237.0571,352.5486,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72283,op_change,1,to_T_appro_depunere,1,100.0005,22.48296,37.75551,-2.549208,-0.0004545681,54.7962,22.43269,555.2343,224.9752,352.5736,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72404,op_change,1,to_T_appro_depunere,1,100.0004,21.40864,37.16755,-1.547422,0.0006260544,54.38441,21.35873,555.235,212.8617,352.5729,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72522,op_change,1,to_T_appro_depunere,1,100.0005,20.32007,36.61032,-0.600657,0.0008962099,53.99044,20.26955,555.2375,201.1679,352.5771,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72643,op_change,1,to_T_appro_depunere,1,100.0005,19.2537,36.10061,0.2613665,-0.0009048274,53.63902,19.20218,555.2276,189.0923,352.5833,01/07/2024,11:21:23,,01/07/2024,11:30:56,
72762,op_change,1,to_T_appro_depunere,1,100.0005,18.1314,35.60603,1.096888,-0.0002744643,53.29605,18.08074,555.2347,176.9881,352.584,01/07/2024,11:21:24,,01/07/2024,11:30:57,
72883,op_change,1,to_T_appro_depunere,1,100.0005,16.99669,35.14024,1.880551,0.001616625,52.98011,16.94456,555.236,164.8952,352.5782,01/07/2024,11:21:24,,01/07/2024,11:30:57,
73004,op_change,1,to_T_appro_depunere,1,100.0004,15.84924,34.70506,2.610501,0.000175795,52.68755,15.79644,555.2332,152.797,352.582,01/07/2024,11:21:24,,01/07/2024,11:30:57,
73125,op_change,1,to_T_appro_depunere,1,100.0004,14.68607,34.30344,3.286519,-0.0009048274,52.41452,14.63584,555.2355,140.6918,352.5948,01/07/2024,11:21:24,,01/07/2024,11:30:57,
