timp(ms),,sch operatii,task1,repetare,speed,J1,J2,J3,J4,J5,J6,X,Y,Z,,,,,,
41701,op_change,0,to_T_appro_prindere,0,50.00006,17.82001,28.39515,-3.570025,-0.0002744643,65.17709,17.76436,557.9352,181.4522,442.9484,01/07/2024,11:20:52,,01/07/2024,11:30:26,
41822,op_change,0,to_T_appro_prindere,0,50.00006,18.31243,28.81796,-3.714477,-0.0007247237,64.90121,18.2571,557.8485,186.7197,440.0166,01/07/2024,11:20:53,,01/07/2024,11:30:26,
41943,op_change,0,to_T_appro_prindere,0,50.00006,18.80105,29.2513,-3.872507,-0.0007247237,64.6263,18.74973,557.7607,192.0188,437.0529,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42063,op_change,0,to_T_appro_prindere,0,50.00006,19.28979,29.68995,-4.044879,0.000175795,64.36198,19.23684,557.6592,197.3248,434.1006,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42184,op_change,0,to_T_appro_prindere,0,50.00006,19.77294,30.13375,-4.231048,0.0008962099,64.09969,19.72147,557.5726,202.5882,431.1771,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42306,op_change,0,to_T_appro_prindere,0,50.00006,20.25594,30.58913,-4.431885,0.001616625,63.84621,20.20247,557.4861,207.862,428.208,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42431,op_change,0,to_T_appro_prindere,0,50.00006,20.73541,31.05045,-4.646681,0.001616625,63.59795,20.68228,557.4039,213.1228,425.257,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42546,op_change,0,to_T_appro_prindere,0,50.00007,21.21284,31.51883,-4.875493,0.001166365,63.35862,21.15761,557.3118,218.4134,422.2947,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42667,op_change,0,to_T_appro_prindere,0,50.00007,21.68431,31.99499,-5.118592,0.0006260544,63.12979,21.62957,557.2239,223.6926,419.3473,01/07/2024,11:20:53,,01/07/2024,11:30:26,
42788,op_change,0,to_T_appro_prindere,0,50.00007,22.15584,32.47725,-5.37625,0.0006260544,62.903,22.10242,557.1177,229.0088,416.3978,01/07/2024,11:20:54,,01/07/2024,11:30:27,
42906,op_change,0,to_T_appro_prindere,0,50.00005,22.6068,32.95146,-5.638107,0.0006260544,62.69017,22.55619,557.0355,234.0904,413.5474,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43026,op_change,0,to_T_appro_prindere,0,50.00005,23.0716,33.44687,-5.925485,0.0008962099,62.47884,23.02159,556.9584,239.3527,410.6051,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43147,op_change,0,to_T_appro_prindere,0,50.00006,23.53592,33.95239,-6.225186,0.0008962099,62.27768,23.48017,556.8655,244.6522,407.6541,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43267,op_change,0,to_T_appro_prindere,0,50.00006,23.99072,34.46301,-6.540047,0.0006260544,62.08192,23.93775,556.7843,249.8978,404.6978,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43388,op_change,0,to_T_appro_prindere,0,50.00006,24.44589,34.97915,-6.870286,-4.31E-06,61.8941,24.39281,556.6885,255.2138,401.7426,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43509,op_change,0,to_T_appro_prindere,0,50.00006,24.89664,35.50266,-7.213884,-0.0007247237,61.71534,24.84428,556.6097,260.4782,398.8115,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43631,op_change,0,to_T_appro_prindere,0,50.00006,25.3476,36.032,-7.572752,-0.0007247237,61.54127,25.29566,556.5253,265.7477,395.868,01/07/2024,11:20:54,,01/07/2024,11:30:27,
43754,op_change,0,to_T_appro_prindere,0,50.00007,25.79613,36.57045,-7.945852,-4.31E-06,61.38175,25.74126,556.4314,271.0408,392.8968,01/07/2024,11:20:55,,01/07/2024,11:30:28,
43873,op_change,0,to_T_appro_prindere,0,50.00007,26.23499,37.11305,-8.334221,0.0008962099,61.22453,26.18401,556.3445,276.3173,389.9424,01/07/2024,11:20:55,,01/07/2024,11:30:28,
43995,op_change,0,to_T_appro_prindere,0,50.00008,26.67264,37.6625,-8.737531,0.001616625,61.07671,26.62333,556.2691,281.5876,387.0089,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44114,op_change,0,to_T_appro_prindere,0,50.00008,27.11166,38.21809,-9.155183,0.001616625,60.93853,27.05626,556.1669,286.8828,384.0595,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44235,op_change,0,to_T_appro_prindere,0,50.00008,27.54584,38.78006,-9.586357,0.0008962099,60.81087,27.48973,556.0768,292.1656,381.1078,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44356,op_change,0,to_T_appro_prindere,0,50.00009,27.97239,39.34749,-10.03329,-4.31E-06,60.68659,27.92227,555.996,297.4285,378.155,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44480,op_change,0,to_T_appro_prindere,0,50.00009,28.40041,39.92334,-10.4962,-0.0009048274,60.57712,28.34862,555.9069,302.7087,375.2009,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44603,op_change,0,to_T_appro_prindere,0,50.00012,28.8258,40.50403,-10.97362,-0.0009048274,60.47243,28.77183,555.8116,308.169,372.144,01/07/2024,11:20:55,,01/07/2024,11:30:28,
44723,op_change,0,to_T_appro_prindere,0,50.00008,29.25951,41.11166,-11.48436,-0.0002744643,60.37595,29.20359,555.7216,313.4496,369.1921,01/07/2024,11:20:55,,01/07/2024,11:30:29,
44846,op_change,0,to_T_appro_prindere,0,50.00008,29.67296,41.70461,-11.99411,0.0006260544,60.29509,29.61991,555.6272,318.7422,366.2458,01/07/2024,11:20:56,,01/07/2024,11:30:29,
44966,op_change,0,to_T_appro_prindere,0,50.00009,30.08415,42.30335,-12.5199,0.001346469,60.21911,30.03508,555.5581,323.9988,363.3113,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45087,op_change,0,to_T_appro_prindere,0,50.00009,30.49538,42.90929,-13.06057,0.001346469,60.15191,30.44702,555.4802,329.2646,360.3503,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45208,op_change,0,to_T_appro_prindere,0,50.0001,30.9041,43.52281,-13.61657,0.0006260544,60.09755,30.85122,555.3804,334.5662,357.4007,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45390,op_change,0,to_T_appro_depunere,0,0,31.30755,44.14023,-14.18909,-4.31E-06,60.05319,31.25283,555.2795,339.8618,354.448,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45503,op_change,1,to_T_appro_depunere,0,50.00007,31.73868,44.81156,-14.82148,-0.0004545681,60.01741,31.68381,555.2546,343.1756,352.5107,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45623,op_change,1,to_T_appro_depunere,0,50.00007,31.48784,44.55999,-14.38583,-0.0002744643,59.82219,31.44892,555.2031,337.7089,352.4437,01/07/2024,11:20:56,,01/07/2024,11:30:29,
45744,op_change,1,to_T_appro_depunere,0,50.00006,31.02694,44.1175,-13.60239,0.0006260544,59.4861,30.98357,555.1898,331.6925,352.4977,01/07/2024,11:20:57,,01/07/2024,11:30:30,
45867,op_change,1,to_T_appro_depunere,0,50.00006,30.5653,43.6838,-12.83394,0.001616625,59.15297,30.52198,555.2159,325.5889,352.5422,01/07/2024,11:20:57,,01/07/2024,11:30:30,
45993,op_change,1,to_T_appro_depunere,0,50.00001,30.0772,43.22447,-12.03365,0.001346469,58.80877,30.0245,555.2356,319.1202,352.4824,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46115,op_change,1,to_T_appro_depunere,0,50.00001,29.60688,42.80502,-11.30037,-4.31E-06,58.49746,29.55216,555.2612,313.0255,352.5042,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46235,op_change,1,to_T_appro_depunere,0,50.00001,29.13551,42.39941,-10.58264,-0.001174983,58.18526,29.07993,555.2537,307.0013,352.5414,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46357,op_change,1,to_T_appro_depunere,0,50.00001,28.65419,41.99727,-9.880715,-0.0007247237,57.88757,28.59914,555.244,300.9632,352.5302,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46480,op_change,1,to_T_appro_depunere,0,50.00001,28.17035,41.60181,-9.193953,0.0006260544,57.59248,28.11855,555.2218,294.9631,352.5135,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46600,op_change,1,to_T_appro_depunere,0,50.00001,27.68083,41.21982,-8.524097,0.001616625,57.30893,27.62943,555.2302,288.9001,352.5326,01/07/2024,11:20:57,,01/07/2024,11:30:30,
46720,op_change,1,to_T_appro_depunere,0,50.00001,27.1901,40.84457,-7.868309,0.001166365,57.02787,27.14046,555.233,282.8357,352.527,01/07/2024,11:20:57,,01/07/2024,11:30:31,
46841,op_change,1,to_T_appro_depunere,0,50.00001,26.69563,40.47215,-7.229044,0.000175795,56.76012,26.64103,555.2305,276.7827,352.5305,01/07/2024,11:20:58,,01/07/2024,11:30:31,
46971,op_change,1,to_T_appro_depunere,0,50.0001,26.16271,40.08901,-6.562078,-0.0004545681,56.47601,26.10834,555.241,270.319,352.5258,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47091,op_change,1,to_T_appro_depunere,0,50.0001,25.65799,39.73795,-5.953404,-0.0002744643,56.21951,25.60351,555.2405,264.2677,352.5307,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47211,op_change,1,to_T_appro_depunere,0,50.00009,25.15079,39.39137,-5.359018,0.000175795,55.96692,25.09614,555.2333,258.2428,352.5536,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47332,op_change,1,to_T_appro_depunere,0,50.00009,24.63443,39.05494,-4.778265,0.0006260544,55.72265,24.58306,555.2335,252.1791,352.5394,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47454,op_change,1,to_T_appro_depunere,0,50.00008,24.11693,38.72571,-4.212398,0.0006260544,55.48786,24.06359,555.2272,246.1504,352.5452,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47575,op_change,1,to_T_appro_depunere,0,50.00008,23.59421,38.4058,-3.662018,0.000175795,55.25806,23.54127,555.2351,240.1021,352.5593,01/07/2024,11:20:58,,01/07/2024,11:30:31,
47696,op_change,1,to_T_appro_depunere,0,50.00008,23.0676,38.09215,-3.124072,-4.31E-06,55.03673,23.01643,555.2256,234.0602,352.5529,01/07/2024,11:20:58,,01/07/2024,11:30:32,
47815,op_change,1,to_T_appro_depunere,0,50.00007,22.53673,37.78671,-2.600903,-0.0002744643,54.81678,22.48678,555.2292,228.0082,352.5513,01/07/2024,11:20:59,,01/07/2024,11:30:32,
47938,op_change,1,to_T_appro_depunere,0,50.00007,22.00349,37.48715,-2.092294,-4.31E-06,54.60433,21.9535,555.232,221.9629,352.5558,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48058,op_change,1,to_T_appro_depunere,0,50.00006,21.46404,37.19717,-1.596281,0.0006260544,54.40515,21.41265,555.2337,215.8969,352.5651,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48181,op_change,1,to_T_appro_depunere,0,50.00006,20.92191,36.91335,-1.11521,0.0008962099,54.20319,20.87222,555.2321,209.8601,352.5644,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48299,op_change,1,to_T_appro_depunere,0,50.00006,20.37636,36.63884,-0.6465175,0.0008962099,54.01054,20.32551,555.2338,203.8079,352.5651,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48413,op_change,1,to_T_appro_depunere,0,50.00004,19.86264,36.38758,-0.2223221,0.000175795,53.84059,19.81195,555.229,198.1419,352.5516,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48538,op_change,1,to_T_appro_depunere,0,50.00004,19.31009,36.1278,0.2170874,-0.0007247237,53.65511,19.25963,555.2322,192.1116,352.5737,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48654,op_change,1,to_T_appro_depunere,0,50.00004,18.7516,35.87412,0.6437913,-0.0009048274,53.48153,18.7008,555.2432,186.0539,352.5769,01/07/2024,11:20:59,,01/07/2024,11:30:32,
48775,op_change,1,to_T_appro_depunere,0,50.00003,18.18953,35.6307,1.056317,-0.0004545681,53.31361,18.13873,555.2408,180.0041,352.5693,01/07/2024,11:21:00,,01/07/2024,11:30:33,
48896,op_change,1,to_T_appro_depunere,0,50.00003,17.62436,35.39297,1.456573,0.0008962099,53.15245,17.57289,555.2388,173.9565,352.5714,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49019,op_change,1,to_T_appro_depunere,0,50.00003,17.05587,35.16275,1.842706,0.001796728,52.9954,17.00352,555.2426,167.9073,352.5749,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49138,op_change,1,to_T_appro_depunere,0,50.00003,16.48275,34.94217,2.216297,0.001616625,52.84329,16.43121,555.2425,161.8635,352.5845,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49259,op_change,1,to_T_appro_depunere,0,50.00003,15.90864,34.72742,2.575928,0.0004459506,52.70172,15.85314,555.2319,155.8112,352.5691,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49380,op_change,1,to_T_appro_depunere,0,50.00003,15.32768,34.5204,2.922035,-0.0007247237,52.55846,15.27464,555.2504,149.7543,352.5887,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49503,op_change,1,to_T_appro_depunere,0,50.00003,14.74594,34.32328,3.253092,-0.0009048274,52.4275,14.69355,555.2386,143.7073,352.586,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49622,op_change,1,to_T_appro_depunere,0,50.00003,14.16146,34.13068,3.571879,-0.0002744643,52.29746,14.11152,555.2462,137.6641,352.596,01/07/2024,11:21:00,,01/07/2024,11:30:33,
49743,op_change,1,to_T_appro_depunere,0,50.00003,13.57314,33.94881,3.877524,0.000175795,52.17664,13.52024,555.2353,131.6196,352.588,01/07/2024,11:21:01,,01/07/2024,11:30:34,
49865,op_change,1,to_T_appro_depunere,0,50.00003,12.98308,33.77347,4.16981,0.000175795,52.06201,12.92979,555.2411,125.5715,352.6068,01/07/2024,11:21:01,,01/07/2024,11:30:34,
49985,op_change,1,to_T_appro_depunere,0,50.00003,12.38729,33.60507,4.448298,-0.0002744643,51.94619,12.33922,555.2372,119.5174,352.5984,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50106,op_change,1,to_T_appro_depunere,0,50.00003,11.79071,33.44687,4.714082,-0.0004545681,51.84367,11.73988,555.2329,113.4841,352.6038,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50228,op_change,1,to_T_appro_depunere,0,50.00003,11.19229,33.29394,4.965796,0.000175795,51.74207,11.142,555.2322,107.4397,352.6018,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50352,op_change,1,to_T_appro_depunere,0,50.00003,10.59003,33.15095,5.202788,0.001166365,51.64709,10.54108,555.232,101.2037,352.6125,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50474,op_change,1,to_T_appro_depunere,0,50.00003,9.965673,33.00928,5.433944,0.001616625,51.55904,9.91325,555.2239,95.15794,352.6198,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50594,op_change,1,to_T_appro_depunere,0,50.00003,9.358361,32.88365,5.645251,0.001166365,51.47527,9.306664,555.231,89.10413,352.6019,01/07/2024,11:21:01,,01/07/2024,11:30:34,
50716,op_change,1,to_T_appro_depunere,0,50.00003,8.749892,32.76507,5.841343,0.000175795,51.39497,8.700463,555.2289,83.05956,352.6092,01/07/2024,11:21:01,,01/07/2024,11:30:35,
50837,op_change,1,to_T_appro_depunere,0,50.00003,8.139056,32.65343,6.025767,-0.0002744643,51.32313,8.086793,555.228,77.01649,352.6212,01/07/2024,11:21:02,,01/07/2024,11:30:35,
50956,op_change,1,to_T_appro_depunere,0,50.00003,7.526693,32.54985,6.196067,0.000175795,51.25735,7.473744,555.2336,70.95834,352.6198,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51080,op_change,1,to_T_appro_depunere,0,50.00003,6.913383,32.45578,6.352188,0.0006260544,51.19468,6.859396,555.2395,64.92185,352.6273,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51198,op_change,1,to_T_appro_depunere,0,50.00003,6.296602,32.36814,6.495605,0.0004459506,51.1383,6.245391,555.2405,58.849,352.6238,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51322,op_change,1,to_T_appro_depunere,0,50.00003,5.680715,32.29075,6.624407,-0.0002744643,51.08722,5.628972,555.2425,52.80206,352.6194,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51440,op_change,1,to_T_appro_depunere,0,50.00003,5.062724,32.21904,6.741266,-0.001174983,51.04208,5.010514,555.246,46.73873,352.6332,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51562,op_change,1,to_T_appro_depunere,0,50.00003,4.442944,32.15634,6.843457,-0.001174983,51.00299,4.390449,555.2408,40.70381,352.6319,01/07/2024,11:21:02,,01/07/2024,11:30:35,
51687,op_change,1,to_T_appro_depunere,0,50.00003,3.821848,32.10194,6.93376,-0.0004545681,50.96899,3.769245,555.2406,34.64512,352.6309,01/07/2024,11:21:02,,01/07/2024,11:30:36,
51804,op_change,1,to_T_appro_depunere,0,50.00003,3.198491,32.05502,7.009231,-4.31E-06,50.93885,3.147472,555.2392,28.59992,352.6444,01/07/2024,11:21:03,,01/07/2024,11:30:36,
51925,op_change,1,to_T_appro_depunere,0,50.00003,2.57608,32.01651,7.073468,-0.0002744643,50.9142,2.526444,555.2327,22.56345,352.6399,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52050,op_change,1,to_T_appro_depunere,0,50.00003,1.953038,31.98631,7.122001,-0.0009048274,50.895,1.903099,555.2362,16.51516,352.6443,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52168,op_change,1,to_T_appro_depunere,0,50.00003,1.328366,31.96447,7.157445,-0.001625242,50.88109,1.279936,555.2313,10.48761,352.6451,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52291,op_change,1,to_T_appro_depunere,0,49.99989,0.7053236,31.9508,7.179966,-0.0009048274,50.87265,0.6563401,555.2322,4.430737,352.6513,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52414,op_change,1,to_T_appro_depunere,0,50.00005,0.08086135,31.94506,7.18831,-0.0002744643,50.87238,0.03105464,555.2477,-1.792879,352.6651,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52535,op_change,1,to_T_appro_depunere,0,49.99995,-0.5618561,31.94737,7.181166,-0.0002744643,50.87735,-0.6162748,555.226,-7.860893,352.6728,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52655,op_change,1,to_T_appro_depunere,0,50.00003,-1.185845,31.95595,7.165353,-0.0007247237,50.87945,-1.236359,555.2251,-13.92766,352.6758,01/07/2024,11:21:03,,01/07/2024,11:30:36,
52777,op_change,1,to_T_appro_depunere,0,50.00003,-1.808413,31.97715,7.132906,-0.001355087,50.89165,-1.859526,555.229,-19.96178,352.6667,01/07/2024,11:21:04,,01/07/2024,11:30:37,
52897,op_change,1,to_T_appro_depunere,0,50.00004,-2.431718,32.00561,7.086065,-0.001355087,50.91064,-2.482624,555.2309,-26.02841,352.6658,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53017,op_change,1,to_T_appro_depunere,0,50.00004,-3.055549,32.04197,7.024718,-0.0004545681,50.93511,-3.104557,555.2369,-32.07505,352.665,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53138,op_change,1,to_T_appro_depunere,0,50.00004,-3.67675,32.08784,6.952137,-4.31E-06,50.96457,-3.727977,555.2365,-38.11502,352.6605,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53259,op_change,1,to_T_appro_depunere,0,50.00004,-4.298634,32.13866,6.865215,-0.0002744643,50.99886,-4.349216,555.2419,-44.15721,352.682,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53381,op_change,1,to_T_appro_depunere,0,50.00004,-4.917204,32.19827,6.764606,-0.0009048274,51.03894,-4.970013,555.2417,-50.19843,352.6864,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53503,op_change,1,to_T_appro_depunere,0,50.00004,-5.538826,32.26881,6.650799,-0.001174983,51.08398,-5.589925,555.2432,-56.24736,352.6645,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53622,op_change,1,to_T_appro_depunere,0,50.00004,-6.156133,32.34499,6.524724,-0.0004545681,51.13465,-6.20849,555.2386,-62.28979,352.6791,01/07/2024,11:21:04,,01/07/2024,11:30:37,
53743,op_change,1,to_T_appro_depunere,0,50.00004,-6.772284,32.42848,6.38458,0.000175795,51.1895,-6.823223,555.2419,-68.3287,352.6805,01/07/2024,11:21:05,,01/07/2024,11:30:38,
53864,op_change,1,to_T_appro_depunere,0,50.00004,-7.386961,32.5218,6.230694,0.0008962099,51.25082,-7.437502,555.2435,-74.37991,352.6912,01/07/2024,11:21:05,,01/07/2024,11:30:38,
53984,op_change,1,to_T_appro_depunere,0,50.00004,-7.99806,32.62239,6.063611,0.000175795,51.31823,-8.048363,555.2382,-80.43132,352.6678,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54105,op_change,1,to_T_appro_depunere,0,50.00004,-8.611264,32.73266,5.884041,-0.0002744643,51.38786,-8.659207,555.2373,-86.48898,352.6929,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54226,op_change,1,to_T_appro_depunere,0,50.00004,-9.218575,32.84756,5.690021,-0.0007247237,51.46542,-9.269556,555.2365,-92.53852,352.6953,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54350,op_change,1,to_T_appro_depunere,0,50.00004,-9.826099,32.97161,5.482094,0.000175795,51.54917,-9.877789,555.2308,-98.59074,352.6982,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54469,op_change,1,to_T_appro_depunere,0,50.00004,-10.43083,33.1065,5.261899,0.0006260544,51.63718,-10.4831,555.2321,-104.6326,352.7094,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54582,op_change,1,to_T_appro_depunere,0,50.00002,-10.99211,33.23691,5.042576,-4.31E-06,51.72437,-11.0436,555.2302,-110.2809,352.694,01/07/2024,11:21:05,,01/07/2024,11:30:38,
54705,op_change,1,to_T_appro_depunere,0,50.00002,-11.59332,33.38401,4.796042,-0.001355087,51.82393,-11.64542,555.2225,-116.3405,352.6964,01/07/2024,11:21:05,,01/07/2024,11:30:39,
54824,op_change,1,to_T_appro_depunere,0,50.00002,-12.19022,33.54031,4.535494,-0.002525761,51.92844,-12.24541,555.2296,-122.3975,352.7115,01/07/2024,11:21:06,,01/07/2024,11:30:39,
54944,op_change,1,to_T_appro_depunere,0,50.00002,-12.78448,33.70571,4.260985,-0.002795917,52.03724,-12.83901,555.228,-128.4407,352.7186,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55066,op_change,1,to_T_appro_depunere,0,50.00002,-13.37754,33.87984,3.972517,-0.002345657,52.15328,-13.42702,555.2306,-134.4906,352.7063,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55186,op_change,1,to_T_appro_depunere,0,50.00002,-13.96407,34.05834,3.671126,-0.001895398,52.2751,-14.01663,555.2384,-140.5133,352.7296,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55307,op_change,1,to_T_appro_depunere,0,50.00002,-14.55239,34.24773,3.355937,-0.001625242,52.4011,-14.60558,555.2391,-146.577,352.7238,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55428,op_change,1,to_T_appro_depunere,0,50.00002,-15.13534,34.44228,3.028207,-0.002075501,52.53474,-15.18474,555.2352,-152.6177,352.7191,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55550,op_change,1,to_T_appro_depunere,0,50.00002,-15.71519,34.64545,2.687225,-0.002075501,52.67075,-15.76576,555.2365,-158.6623,352.7339,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55671,op_change,1,to_T_appro_depunere,0,50.00002,-16.29152,34.85673,2.33223,-0.001625242,52.8166,-16.34412,555.2381,-164.7122,352.7295,01/07/2024,11:21:06,,01/07/2024,11:30:39,
55791,op_change,1,to_T_appro_depunere,0,50.00003,-16.86374,35.07611,1.963765,-0.0009048274,52.96477,-16.91522,555.2406,-170.7518,352.7179,01/07/2024,11:21:07,,01/07/2024,11:30:40,
55912,op_change,1,to_T_appro_depunere,0,50.00003,-17.43444,35.30022,1.581613,-0.0007247237,53.1212,-17.48773,555.2356,-176.8086,352.7223,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56038,op_change,1,to_T_appro_depunere,0,50.00003,-18.00182,35.5369,1.186428,-0.001625242,53.28082,-18.05106,555.2363,-182.8648,352.7306,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56154,op_change,1,to_T_appro_depunere,0,50.00003,-18.56357,35.7789,0.7779371,-0.00297602,53.44975,-18.61787,555.2293,-188.9055,352.7457,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56275,op_change,1,to_T_appro_depunere,0,50.00003,-19.12301,36.02685,0.3550504,-0.004146694,53.62138,-19.17349,555.2257,-194.9644,352.7317,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56396,op_change,1,to_T_appro_depunere,0,50.00003,-19.67756,36.28426,-0.08157799,-0.003696435,53.80008,-19.7306,555.2329,-200.9975,352.7418,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56519,op_change,1,to_T_appro_depunere,0,50.00003,-20.22979,36.55025,-0.5318937,-0.002795917,53.98645,-20.28113,555.2302,-207.0563,352.7497,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56634,op_change,1,to_T_appro_depunere,0,50.00003,-20.7786,36.82312,-0.9950241,-0.001625242,54.17672,-20.83154,555.2323,-212.9024,352.7533,01/07/2024,11:21:07,,01/07/2024,11:30:40,
56754,op_change,1,to_T_appro_depunere,0,50.00003,-21.30442,37.09527,-1.456191,-0.001174983,54.36583,-21.3536,555.226,-218.9505,352.7524,01/07/2024,11:21:08,,01/07/2024,11:30:41,
56875,op_change,1,to_T_appro_depunere,0,50.00003,-21.84398,37.38325,-1.948114,-0.001895398,54.57149,-21.8954,555.2241,-224.9854,352.7397,01/07/2024,11:21:08,,01/07/2024,11:30:41,
56997,op_change,1,to_T_appro_depunere,0,50.00003,-22.3799,37.67891,-2.453996,-0.00297602,54.78038,-22.43188,555.2328,-231.0305,352.7502,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57120,op_change,1,to_T_appro_depunere,0,50.00003,-22.91051,37.98067,-2.973512,-0.003876539,54.99502,-22.95767,555.2409,-237.0705,352.7647,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57238,op_change,1,to_T_appro_depunere,0,50.00003,-23.43975,38.29243,-3.506605,-0.003696435,55.22115,-23.49276,555.2328,-243.1355,352.7577,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57359,op_change,1,to_T_appro_depunere,0,50.00003,-23.9632,38.61182,-4.053168,-0.002345657,55.44955,-24.01476,555.2352,-249.173,352.7651,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57483,op_change,1,to_T_appro_depunere,0,50.00004,-24.48081,38.93688,-4.614944,-0.001355087,55.6815,-24.5298,555.2297,-255.2237,352.7674,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57601,op_change,1,to_T_appro_depunere,0,50.00004,-24.99554,39.27031,-5.191008,-0.001174983,55.92452,-25.04518,555.2266,-261.2818,352.7787,01/07/2024,11:21:08,,01/07/2024,11:30:41,
57723,op_change,1,to_T_appro_depunere,0,50.00004,-25.50541,39.61432,-5.781578,-0.002525761,56.17179,-25.55787,555.2304,-267.3269,352.7657,01/07/2024,11:21:08,,01/07/2024,11:30:42,
57843,op_change,1,to_T_appro_depunere,0,50.00004,-26.01003,39.96322,-6.38736,-0.003876539,56.42971,-26.06471,555.2266,-273.3757,352.7701,01/07/2024,11:21:09,,01/07/2024,11:30:42,
